m/z,z,I,Res.
71.99944,,1278606,858133
72.00011,,1235678,911205
72.00102,,1261934,1071718
72.00124,,1144750,1423231
72.00425,,1242414,825852
72.00458,,1317198,784504
72.00615,,1199422,730895
72.00745,,1380334,925648
72.00835,,1333422,1073287
72.0135,,1174957,1096086
72.01467,,1625453,1063560
72.0228,,7053677,691791
72.02304,,29886188,723489
72.02333,,47440108,668116
72.02365,,3484845,795015
72.02909,,1481485,913612
72.03031,,1772525,675151
72.03065,,1695020,991019
72.03113,,1318572,685409
72.03282,,1315468,1007785
72.0345,,1295468,745349
72.03703,,1388940,795066
72.03732,,1158540,967136
72.03854,,1201996,1149580
72.03865,,1485612,1120673
72.04096,,1207852,963654
72.04283,,1184396,765432
72.04434,,1598700,972189
72.0458,,1509932,734751
72.04679,,1213164,862483
72.04705,,1188460,768103
72.04742,,1166300,591446
72.04815,,1762252,786143
72.04834,,1544524,614345
72.04974,,1596043,882774
72.04997,,1702571,723617
72.05083,,1216075,992185
72.05278,,1231563,1066283
72.05335,,1130923,598067
72.05359,,1487179,996496
72.05721,,1287003,690766
72.05888,,1189371,692413
72.05934,,1234283,1003551
72.06083,,1240075,691473
72.06222,,1347547,740201
72.0624,,1331083,951741
72.06454,,1161035,1129791
72.06656,,1156331,1036083
72.06725,,1400011,679641
72.06903,,1354474,894543
72.06974,,1472570,658158
72.07128,,1146634,1060524
72.07245,,1426682,499401
72.0731,,1452554,708100
72.07358,,1472778,1065214
72.07392,,1354826,934004
72.07449,,1186570,1129958
72.07539,,1303834,656045
72.07554,,1259594,603301
72.07603,,1400906,883491
72.07649,,1299770,570376
72.0771,,1262154,1068220
72.07738,,1360538,654592
72.0778,,1324138,836497
72.07806,,1182986,721928
72.07843,,1403626,995189
72.07958,,1143498,1150867
72.08016,,1198026,1013994
72.08029,,1347818,1065326
72.08112,,1142730,1191501
72.08182,,1234970,516622
72.08201,,1380042,1054884
72.08246,,1567530,992679
72.08264,,1274666,1222519
72.08279,,1357546,1215316
72.08289,,1305962,1323591
72.08671,,1238330,881060
72.0868,,1318346,667464
72.08726,,1633529,652324
72.08784,,1352809,972661
72.08944,,1185449,1102167
72.09278,,1360105,958358
72.09291,,1259721,1073618
72.09356,,1572969,731219
72.09448,,1236377,875074
72.09462,,1134121,1181217
72.09555,,1339689,963446
72.0963,,1207785,840527
72.09733,,1152681,962406
72.09846,,1387945,764214
72.1001,,1170121,985199
72.10111,,1516825,613007
72.10158,,1248233,1158939
72.10225,,1133017,838701
72.10236,,1240809,1024717
72.10389,,1275977,685220
72.10454,,1178425,826920
72.10842,,1344872,1018976
72.10881,,1325088,554293
72.10922,,1274440,970064
72.11015,,1312520,752026
72.11153,,1280024,884061
72.11225,,1154360,924455
72.11252,,1148520,1054370
72.11295,,1303432,873867
72.11419,,1148872,843886
72.11427,,1140232,775725
72.11659,,1372432,475652
72.11845,,1251920,570127
72.11877,,1347384,797030
72.11993,,1134408,935567
72.1201,,1369608,1139932
72.12162,,1175528,860281
72.12258,,1288200,968277
72.12302,,1304808,971688
72.12448,,1183192,930396
72.12464,,1160136,1011622
72.1257,,1168167,1071884
72.12637,,1139527,818500
72.12709,,1158503,968429
72.12748,,1388903,1215238
72.12933,,1357863,599262
72.12951,,1133255,954011
72.12991,,1246407,852519
72.13133,,1238887,1030111
72.13247,,1184519,774038
72.13374,,1187255,783191
72.13453,,1274295,701466
72.13478,,1606919,486658
72.13711,,1998503,932872
72.13833,,1239479,578425
72.13868,,1378087,816235
72.13901,,1225975,572061
72.14007,,1215719,1074042
72.14052,,1177159,852880
72.14066,,1199687,1152249
72.14228,,1250823,1204288
72.14435,,1454982,474181
72.14573,,1417926,667036
72.14683,,1198902,727723
72.14763,,1177382,1067213
72.14822,,1137062,1093939
72.14862,,1138926,512027
72.15051,,1172230,1114395
72.15182,,1253510,1048598
72.15196,,1656038,1007454
72.15261,,1444134,835466
72.15345,,1166270,646184
72.15437,,1546470,1051337
72.15564,,1215142,950931
72.15595,,1381350,1290869
72.15612,,1166006,657295
72.15651,,1629926,790903
72.15715,,1257302,630620
72.16076,,1161478,1054096
72.16125,,1389542,1055840
72.16143,,1284910,548573
72.16182,,1665142,559858
72.16255,,1516822,605931
72.16428,,1262389,731830
72.16477,,1246181,708757
72.16716,,1337989,971101
72.16767,,1687173,853377
72.16803,,1533445,896582
72.16831,,1404005,1205730
72.17098,,1380069,723417
72.17125,,1162405,1149719
72.17223,,1143125,858444
72.17399,,1263029,578099
72.17412,,1344245,577493
72.17804,,1311909,571904
72.17819,,1320421,973663
72.1793,,1129397,845585
72.17979,,1421541,988824
72.18174,,1428293,793573
72.18257,,1410660,894691
72.1832,,1162516,728641
72.18401,,1224356,802111
72.18412,,1166772,739121
72.18597,,1270772,833592
72.18769,,1231380,656444
72.18999,,1736180,609564
72.19047,,1178596,977853
72.19185,,1383764,475873
72.1926,,1263708,539703
72.19313,,1493092,756944
72.19371,,1196612,955995
72.19442,,1225348,843281
72.19554,,1489604,955688
72.19586,,1755428,831096
72.19646,,1427060,578996
72.19682,,1140100,1272005
72.19782,,1170196,811810
72.19818,,1341924,1153704
72.19947,,1240132,1009624
72.20007,,1365028,825631
72.20039,,1205076,903322
72.20205,,1231587,1096807
72.20267,,1266243,1165345
72.20354,,1192883,692384
72.20478,,1516771,848726
72.20626,,1241395,717847
72.20656,,1197331,711620
72.20801,,1250931,840681
72.20828,,1420579,948102
72.2084,,1229411,969235
72.21044,,1319987,694998
72.21237,,1189251,1182020
72.21291,,1178675,857220
72.21387,,1163187,702769
72.21406,,1187747,753796
72.21559,,1326819,1105384
72.2173,,1643619,866609
72.21801,,1351139,655432
72.21815,,1352739,466557
72.21891,,1722659,695305
72.21927,,1191619,966790
72.22093,,1160322,1278006
72.22142,,1134754,1077444
72.22259,,1296610,685817
72.22485,,1506434,733358
72.22546,,1837058,721534
72.22671,,1492034,601143
72.22781,,1554018,969427
72.22821,,1531554,804878
72.22852,,1233506,1113723
72.22913,,1207554,1224391
72.23008,,1528738,750775
72.23057,,1320290,988795
72.23198,,1426194,670110
72.23266,,1154818,733164
72.2339,,1175602,622522
72.23443,,1296642,913216
72.23482,,1188898,737247
72.23621,,1168914,813051
72.23839,,1281826,670913
72.23889,,1183762,722145
72.24414,,1538657,1132150
72.24435,,1258369,814334
72.2454,,1280945,821350
72.24572,,1260417,1051766
72.24759,,1687969,669740
72.24839,,1587073,867034
72.25046,,1250289,487087
72.25063,,1291857,418838
72.25086,,1563457,793986
72.25125,,1142977,909283
72.25156,,1346441,650314
72.25163,,1326753,864624
72.25283,,1582145,685659
72.25384,,1452097,849325
72.25437,,1451241,606104
72.25486,,1191105,992739
72.2559,,1407425,910653
72.25769,,1585025,659993
72.25819,,1285921,858150
72.25876,,1673521,691795
72.25924,,1867104,710558
72.25955,,1212032,932315
72.25973,,1132912,710321
72.26084,,1380736,949944
72.26224,,1623776,700900
72.26294,,1258464,985853
72.264,,1501824,784441
72.2643,,1354848,873837
72.26611,,1161728,944478
72.26645,,1365120,875384
72.26759,,1278016,858263
72.26892,,1162192,669826
72.26906,,1192992,1278572
72.26917,,1130304,1067581
72.2699,,1137568,1195943
72.27024,,1470848,917625
72.27072,,1583072,633846
72.27161,,1231104,703677
72.27327,,1363120,789578
72.27416,,1226496,1227779
72.2753,,1514336,678963
72.27649,,1139872,977277
72.27743,,1253024,1267572
72.2796,,1649151,738508
72.28042,,1389407,877835
72.28209,,3907935,565959
72.28235,,8999647,603325
72.28248,,10008799,710803
72.28266,,41470688,692588
72.28295,,2747615,1522276
72.28303,,3067615,1228320
72.28728,,1785727,505641
72.28796,,1238975,1143718
72.28856,,1135167,803435
72.29025,,1174879,783226
72.29079,,1282047,759451
72.29202,,1468031,923457
72.29291,,1149759,732049
72.29318,,1246943,833007
72.29458,,1150015,968739
72.29546,,1295455,647079
72.29586,,1213135,669182
72.2964,,1287263,1087752
72.2973,,1640063,959635
72.29792,,1298814,970325
72.29848,,1458362,458188
72.29855,,1466798,353839
72.29893,,1300542,911766
72.29994,,1233118,794835
72.30043,,1643614,779209
72.30091,,1183134,1206478
72.30261,,1467870,753454
72.30305,,1164894,1402903
72.30664,,1271326,969978
72.30774,,1555582,689303
72.30813,,1134358,469615
72.30862,,1136990,1456996
72.30872,,1212670,1055854
72.30876,,1232718,986069
72.31044,,1469470,798735
72.31202,,1645310,798283
72.31422,,1456702,906525
72.31485,,1321342,852492
72.3154,,1264830,871555
72.31589,,1319454,959579
72.31642,,1675230,676933
72.31752,,1269485,780814
72.3178,,1437469,1067424
72.3179,,1258941,952960
72.31811,,1281021,1047622
72.32031,,1135325,985142
72.32064,,1296933,578401
72.3215,,1501213,996214
72.32203,,1216157,696447
72.3222,,1548669,821674
72.32254,,1297325,711129
72.32279,,1244669,644485
72.32308,,1486813,852194
72.32407,,1132421,479654
72.32464,,1470109,1023641
72.32498,,1219869,1062964
72.32758,,1290765,709171
72.32772,,1218685,817602
72.32913,,1394925,712861
72.33093,,1527197,881415
72.3317,,1284989,1067139
72.33203,,1179341,749874
72.33476,,1464765,959267
72.33571,,1434205,1102958
72.3362,,1651133,808933
72.3377,,1451292,1106564
72.33865,,1592348,639929
72.33901,,1550268,725918
72.33934,,1201476,636570
72.3403,,1291212,730742
72.34096,,1185156,592570
72.34129,,1806428,675282
72.34189,,1153628,780121
72.34208,,1277980,944100
72.34292,,1136892,851213
72.34405,,1180188,919544
72.34476,,1749212,881553
72.34531,,1385436,680400
72.34606,,1168188,1051719
72.34669,,1576764,774102
72.34688,,1325212,979607
72.34811,,1352348,1085966
72.34862,,1248716,553593
72.34895,,1193500,1117981
72.35362,,1420156,1038617
72.35443,,1310092,648080
72.35465,,1467308,611418
72.35689,,1513627,775010
72.35834,,2194587,494303
72.35905,,1224347,667716
72.35972,,1500411,787089
72.36172,,1735963,639580
72.36264,,1421467,1048412
72.36358,,1581851,791319
72.36379,,1450811,613636
72.36441,,1171067,629904
72.36448,,1232043,730914
72.3661,,1285003,479183
72.36677,,1341179,804944
72.36704,,1150699,746218
72.36734,,1373531,1026755
72.36781,,1168987,1396053
72.36883,,1291739,1119746
72.36915,,1142907,796540
72.37065,,1217707,690327
72.37106,,1371387,761128
72.37129,,1232459,740910
72.37246,,1218683,1040094
72.37266,,1592603,984540
72.37439,,1157371,1064666
72.37505,,1342603,763237
72.37557,,1581403,1046544
72.37699,,1569578,682409
72.37754,,1187002,872828
72.37781,,1286554,1027883
72.37862,,1234138,985178
72.37875,,1398970,966516
72.3791,,1332506,723878
72.38198,,1308986,623338
72.38229,,1451450,822018
72.38365,,1371738,1171710
72.38377,,1221434,1017140
72.38417,,1216186,717941
72.38738,,1185706,869647
72.38826,,1491450,837512
72.38887,,1130842,896530
72.38941,,1271930,1094607
72.39158,,1164046,692102
72.39166,,1511706,673874
72.39198,,1383354,647474
72.39222,,1319194,974371
72.39256,,1257242,934377
72.39415,,1375162,663791
72.39454,,1394842,829141
72.39477,,1157690,961096
72.39535,,1156938,829105
72.39766,,1217209,1111926
72.398,,1522137,595859
72.39954,,1167673,1277720
72.40054,,1132353,644637
72.40076,,1159337,814375
72.40114,,1659161,699701
72.40183,,1261785,864135
72.40226,,1424537,946989
72.40446,,1252425,702011
72.4047,,1349849,906649
72.40624,,1281305,1064232
72.40679,,1367289,884615
72.40904,,1431737,869785
72.41057,,1453209,865066
72.41193,,1172729,742752
72.41247,,1544313,717966
72.41299,,1370729,502784
72.41324,,1194329,837717
72.4142,,1224441,1103891
72.41507,,1165017,1446980
72.41526,,1431897,714358
72.41541,,1540953,863638
72.4163,,1140808,583187
72.41669,,1460120,887188
72.41975,,1210008,1005328
72.42033,,1363768,545002
72.42053,,1339896,853499
72.42106,,1338232,1016981
72.42129,,1129432,672209
72.42198,,1237880,910674
72.42276,,1226440,733732
72.42292,,1177976,1059156
72.42337,,1170552,764246
72.42471,,1223672,1038817
72.42486,,1590648,868476
72.42674,,1243448,882267
72.42813,,1370680,913313
72.42823,,1143144,580858
72.42859,,1377672,575680
72.42892,,1206200,1294516
72.42919,,1366152,720853
72.42948,,1482776,1011097
72.43024,,1171576,931789
72.43058,,1549128,553990
72.43109,,1429112,790669
72.4313,,1140120,1232413
72.43165,,1475480,1142699
72.43184,,1144216,956164
72.43424,,1276440,991469
72.43438,,1205688,888955
72.43465,,1374008,567056
72.43554,,1340480,620614
72.43755,,1228775,814883
72.4378,,1148247,1177363
72.43796,,1380055,914908
72.43947,,1154759,750364
72.43964,,1156663,1111640
72.43982,,1520247,806718
72.44039,,1140807,843773
72.44382,,1301655,1031729
72.44518,,1240951,575372
72.4471,,1231767,1122235
72.44722,,1209207,1223682
72.44855,,1216743,741637
72.44878,,1428311,914612
72.45109,,1135911,715910
72.45287,,1235863,995074
72.45438,,1524663,632562
72.45543,,1340503,1082603
72.45635,,1167286,1223600
72.45706,,1207206,574099
72.45823,,1243670,861024
72.45845,,1427958,1003966
72.45888,,1154238,488242
72.45924,,1186662,751044
72.45932,,1381110,652841
72.46003,,1272582,808777
72.46032,,1234342,831579
72.46112,,1227062,979176
72.46143,,1210278,735483
72.46191,,1229974,625251
72.46334,,1374358,837228
72.46432,,1245030,543659
72.46461,,1671062,703181
72.46487,,1563158,795256
72.46561,,1373286,779358
72.46623,,1163254,1105151
72.46906,,1291350,989768
72.46929,,1681590,631773
72.46985,,1578134,851389
72.47063,,1377590,932167
72.47094,,1256438,1077388
72.472,,1487190,719015
72.47257,,1380022,825814
72.47299,,1221206,1113872
72.47334,,1314934,453151
72.47353,,1391366,374543
72.47379,,1340598,1075861
72.47435,,1606582,956088
72.47457,,1362934,997297
72.47503,,1433814,644708
72.47554,,1149174,931687
72.47788,,1166773,1263357
72.47801,,1164853,1024686
72.48067,,1144341,964752
72.48144,,1498229,1024126
72.48289,,1293109,887867
72.48367,,1461461,832683
72.48383,,1245765,757662
72.4845,,1213845,1272953
72.48606,,1634037,692753
72.48745,,1504949,783739
72.48797,,1177333,995101
72.48982,,1175109,699171
72.49041,,1335509,781676
72.49094,,1149333,981748
72.49463,,1148581,915485
72.49479,,1155605,1090539
72.49587,,1551732,762467
72.49841,,1350716,522814
72.49859,,1178132,732575
72.49882,,1357940,831992
72.4993,,1458292,890115
72.49963,,1695604,806842
72.50008,,1391764,987983
72.5036,,1153108,1080169
72.50451,,1308820,816738
72.50472,,1584788,855784
72.50531,,1134708,875858
72.50555,,1174804,722150
72.50769,,1203060,1083353
72.50796,,1131812,784547
72.50831,,1547124,392149
72.51101,,1205636,579405
72.51149,,1164244,994919
72.51269,,1140756,1048858
72.51373,,1159252,922580
72.51386,,1213380,655013
72.51409,,1202292,1001440
72.51443,,1511764,815463
72.51539,,1635092,829191
72.51591,,1164556,620463
72.51711,,1522451,678480
72.51754,,1203667,935649
72.51771,,1257299,895585
72.51867,,1180915,1060752
72.51925,,1231795,751536
72.51998,,1389139,824122
72.52178,,1147539,840862
72.52206,,1266899,822381
72.52251,,1182755,830505
72.5228,,1907219,818628
72.52358,,1268531,1045620
72.52478,,3050259,814165
72.52509,,4637907,812084
72.52523,,1247507,852900
72.5256,,1585427,675599
72.52624,,1337971,735420
72.52699,,1182803,910065
72.52821,,1224883,661183
72.53018,,1264499,988038
72.5321,,1301819,504668
72.53289,,1343923,921418
72.53427,,1174707,1155850
72.53457,,1184755,676967
72.535,,1348979,868160
72.53597,,1156243,1222117
72.53657,,1235698,974796
72.53737,,1152882,1094990
72.53769,,1380626,899874
72.53803,,1597074,872432
72.53815,,1253042,1043031
72.5385,,1200562,1187382
72.54117,,1143266,795139
72.54137,,1307026,1047898
72.54392,,1149938,987845
72.54477,,1254482,1148147
72.54636,,1420274,954565
72.54869,,1459538,1007787
72.54898,,1334226,958008
72.55209,,1302722,577931
72.55641,,1846770,734278
72.55684,,1467345,660030
72.56109,,1285233,632479
72.5614,,1238321,777144
72.5617,,1240657,869432
72.56181,,1259409,744663
72.56199,,1294961,852902
72.56321,,1428449,575980
72.56365,,1153857,660434
72.56386,,1131649,826737
72.56559,,1335249,984292
72.56689,,1765809,707433
72.56825,,1236241,930594
72.57014,,1235921,1008689
72.57029,,1382977,690377
72.57061,,1601745,598280
72.57549,,1627121,782683
72.57622,,1285105,720721
72.57924,,1137456,722380
72.57945,,1256112,925154
72.57971,,1328624,886527
72.58049,,1262912,789329
72.58199,,1523344,820569
72.58353,,1553392,854150
72.58392,,1138128,1234621
72.58505,,1240504,593882
72.58719,,1214544,894572
72.58823,,1137136,1139010
72.58933,,1496880,863623
72.58981,,1271728,906221
72.59001,,1342384,775286
72.59058,,1276432,929402
72.591,,1352016,1041058
72.59181,,1235664,725533
72.59192,,1401712,668792
72.59235,,1289328,963495
72.59295,,1202448,1093788
72.59509,,1309616,842054
72.59614,,1191568,795089
72.5968,,1358544,767633
72.598,,1171983,877979
72.59907,,1477423,933058
72.60021,,1248015,535207
72.60066,,1358847,680769
72.60181,,1401551,787771
72.60196,,1645007,722834
72.60235,,1237247,780212
72.60302,,1146511,1066586
72.60383,,1265519,1203573
72.60431,,1473391,763017
72.60472,,1225135,974820
72.60576,,1228847,731148
72.60778,,1256623,637138
72.61014,,1463823,1197268
72.61027,,1992143,758133
72.61146,,1133711,1239927
72.61245,,1261551,1174103
72.61405,,1633551,622433
72.61456,,1191599,966821
72.61486,,1439887,769225
72.61503,,1281231,1408309
72.61521,,2285679,741735
72.6153,,2258639,1781923
72.61549,,3727311,1024069
72.61572,,1933519,814088
72.61581,,1246191,1043502
72.61599,,4357199,702509
72.61628,,1201103,1184898
72.61685,,1196239,903995
72.61699,,1231375,973231
72.6174,,3023311,834727
72.61846,,1334350,738261
72.61885,,1182318,772257
72.61985,,1204238,1027506
72.62073,,1263054,1044803
72.62171,,1180654,1007107
72.62182,,1164718,709294
72.62206,,1164798,877571
72.62212,,1275998,700635
72.62309,,1173166,1116564
72.62325,,1150958,827409
72.62628,,1329102,1055148
72.6266,,1211006,610796
72.62682,,1277438,608893
72.6277,,1170486,552595
72.62887,,1169998,963272
72.62904,,1169454,1102494
72.6325,,1218638,1000757
72.63362,,1218606,673842
72.63431,,1146782,792984
72.63604,,1133454,911590
72.63617,,1169230,1022898
72.63732,,1250030,506859
72.63786,,1368110,610683
72.63864,,1766093,957603
72.63899,,1240733,735910
72.63915,,1404749,1143755
72.63956,,1235213,982991
72.64064,,1231597,1211307
72.64087,,1264549,590981
72.64134,,1320045,929156
72.64221,,1144061,791680
72.64356,,1350941,637760
72.64567,,1201229,1200966
72.6463,,1285533,655013
72.64724,,1272653,1148829
72.6475,,1149981,889961
72.64892,,1859885,650719
72.64993,,1554818,421324
72.65017,,1318381,915783
72.65081,,1653613,751944
72.65103,,1601357,933076
72.65151,,1573933,768936
72.65192,,1400893,641592
72.65206,,1276877,1427546
72.65218,,1145837,953478
72.65332,,1201357,1136263
72.65344,,1274605,686416
72.65354,,1307853,669204
72.65407,,1440717,757126
72.65508,,1143757,736120
72.65522,,1668973,664776
72.65603,,1327933,547050
72.65729,,1569645,735584
72.65746,,1206285,1052422
72.65815,,1175117,1357596
72.65971,,1245388,968207
72.65983,,1277068,894507
72.66083,,1283084,856062
72.6627,,1926236,524821
72.66337,,1483548,564586
72.66462,,1317180,755704
72.66484,,1346364,513849
72.66595,,1276844,836792
72.66652,,1177068,1114468
72.66834,,1339788,785202
72.66851,,1334476,1075425
72.66895,,1300364,969914
72.66996,,1353628,593240
72.67145,,1131020,1144804
72.67177,,1156940,1008126
72.67258,,1142764,1021668
72.67306,,1238460,743074
72.67396,,1282236,696686
72.67532,,1272908,1000613
72.67657,,1264236,1095958
72.67698,,1152748,1000647
72.67722,,1200748,984701
72.67733,,1425324,951298
72.68016,,1249867,1046722
72.68039,,1286539,1098080
72.68104,,1342795,887339
72.68167,,1310667,1382170
72.6837,,1432587,622276
72.68469,,1216651,1000952
72.68606,,1259051,814450
72.68706,,2187787,710349
72.68745,,1570603,865010
72.68762,,1382139,601253
72.68886,,1403115,970582
72.6893,,1131163,865179
72.68962,,1619659,578528
72.69047,,1389835,624455
72.69096,,1183947,806482
72.69145,,1274187,696478
72.69418,,1280459,510954
72.69486,,1174315,1138988
72.69535,,1226507,846201
72.69589,,1149179,814404
72.69682,,1147435,1033786
72.69733,,1289131,1019278
72.69768,,1486539,838947
72.69806,,1308043,1073682
72.69885,,1200555,888519
72.69917,,1612891,528889
72.70315,,1624298,957697
72.7035,,1167274,609890
72.7049,,1404074,820603
72.70617,,1399882,759120
72.7066,,1291818,869503
72.70695,,1392874,624059
72.70805,,1130410,1221837
72.70967,,1557066,880610
72.70989,,1195594,1261872
72.71002,,1281930,843907
72.71203,,1442922,841090
72.71246,,1357290,868064
72.71269,,1325514,886325
72.71442,,1242122,1103223
72.71461,,1637226,725965
72.71495,,1233418,898631
72.71528,,1464346,614162
72.71562,,1358442,949329
72.71599,,1153386,982738
72.71658,,1442138,597783
72.71689,,1279658,703316
72.7176,,1348106,1011285
72.71849,,1283706,441186
72.71916,,1446794,1086799
72.7193,,1299226,729250
72.7197,,1142058,1175281
72.72099,,1462330,490959
72.72621,,1309977,726575
72.72684,,1209129,1096227
72.72823,,1516201,769346
72.72847,,1262665,785381
72.72964,,1395753,782232
72.73285,,1271433,615005
72.73336,,1235177,826084
72.73365,,1143593,853368
72.73386,,1402953,956699
72.73403,,1229705,1109179
72.73477,,1176617,1034432
72.73693,,1263241,1122928
72.73737,,1252777,994940
72.7378,,1438889,712506
72.73872,,2566089,958923
72.7389,,1607049,808491
72.73995,,1438569,675623
72.74013,,1140169,742530
72.74122,,1433225,828346
72.74356,,1256856,557554
72.74437,,1519240,944115
72.74523,,1198952,827777
72.74577,,1147384,799893
72.74657,,1795144,845132
72.74681,,1154520,642045
72.74848,,1549320,1007555
72.74906,,1548584,1018400
72.74923,,1581352,945019
72.7508,,1192936,436759
72.75141,,1538248,832835
72.75199,,1238744,552530
72.75315,,1163432,1018768
72.75436,,1242184,701971
72.75538,,1174248,1096537
72.75557,,1150440,1147536
72.75692,,1837224,746953
72.75746,,1287224,699813
72.7579,,1225352,1133684
72.75847,,1368168,904001
72.76011,,1295432,810496
72.76239,,1390184,712025
72.76261,,1217832,795156
72.76394,,1198087,723321
72.76562,,1189335,915601
72.76644,,1295335,859217
72.76757,,1161127,1117953
72.76928,,1362535,1054362
72.76946,,1394439,878799
72.77002,,1300535,632133
72.77093,,1245863,1069764
72.77436,,1133591,745667
72.77474,,1141847,861744
72.77493,,1429159,1007579
72.77673,,1299319,775837
72.77757,,1399079,763674
72.77852,,1315975,664731
72.77972,,1232551,1063209
72.78023,,1298263,691601
72.78038,,1734279,886184
72.78055,,1534791,576858
72.78304,,1383143,744439
72.78471,,1341223,900035
72.78515,,1435974,870916
72.78528,,1203526,1042716
72.78617,,1568558,417462
72.78779,,1546278,736267
72.79085,,1210342,794347
72.79114,,1180038,770185
72.79159,,1149670,1158783
72.79248,,1196038,905975
72.79275,,1741030,651219
72.7932,,1535046,790868
72.79373,,1221110,779894
72.79404,,1767430,606550
72.79689,,1187478,526107
72.7998,,1504294,876167
72.80172,,1221830,1103081
72.80245,,1161910,701888
72.80393,,1410566,824935
72.80501,,1351590,875366
72.80618,,1285669,899436
72.80677,,1568133,784921
72.80697,,1235141,918825
72.80763,,1241077,840338
72.80805,,1215333,1143030
72.80816,,1214117,1193628
72.8083,,1243045,1091662
72.81163,,1149589,718256
72.81178,,1597573,732139
72.81279,,1144285,595733
72.81334,,1625349,977572
72.81405,,1293509,1027865
72.81472,,1274117,854902
72.81562,,1234309,1187702
72.81593,,1261557,669241
72.81809,,1342421,513154
72.81819,,1182373,931932
72.82098,,1364869,987453
72.8218,,1180117,722910
72.82224,,1399013,732893
72.82309,,1770789,817656
72.82364,,1246117,910390
72.82704,,1174661,978476
72.82712,,1535301,772581
72.82731,,1179620,874727
72.82748,,1253860,836636
72.82814,,1161652,683426
72.82825,,1392452,603823
72.82918,,1362868,629797
72.83066,,1219796,822651
72.83286,,1312500,848635
72.83292,,1280064,555577
72.8337,,1772068,658281
72.83479,,1519716,874835
72.83581,,1358244,873921
72.8366,,1230788,907714
72.83853,,1594628,1017306
72.83911,,1150628,898907
72.84119,,1135460,1311455
72.84211,,1269012,597625
72.84225,,1140292,1464000
72.84264,,1362756,991154
72.84371,,1132620,457201
72.84461,,1416860,468428
72.84506,,1258956,644262
72.84636,,1249124,738379
72.84702,,1280452,650808
72.84712,,1317692,429645
72.84818,,1232836,944506
72.8487,,1281459,581925
72.84888,,1163523,1166203
72.85152,,1132387,1082428
72.85176,,1471923,546643
72.85281,,1366851,934943
72.85313,,1232307,683555
72.85441,,1219619,949964
72.85546,,1539715,677677
72.85665,,1304099,1108472
72.85853,,1136899,1014721
72.8597,,1518659,672445
72.86013,,1242083,1025051
72.86179,,1252835,920334
72.86308,,1226243,1360079
72.86377,,1244387,910864
72.8641,,1217795,1023081
72.8644,,1203043,611227
72.86623,,1461123,812324
72.8675,,1212547,1097652
72.86806,,1167363,790870
72.86892,,1346083,809099
72.87151,,1182882,908943
72.87252,,1642178,818229
72.87374,,1485634,1230638
72.87402,,1367746,865186
72.87526,,1629890,625392
72.87537,,1506690,665872
72.87599,,1562034,527990
72.87792,,1424866,866501
72.87927,,1185922,516322
72.88177,,1405602,935024
72.88414,,1172450,982258
72.88477,,1441794,973259
72.88649,,1160034,1268343
72.88717,,1323602,576483
72.88728,,1155122,685680
72.88904,,1443586,1215112
72.88994,,1309954,944921
72.89054,,1150738,909940
72.89078,,1202370,823973
72.8909,,1147954,841344
72.89355,,1248961,899785
72.89406,,1507137,802824
72.8954,,1528193,744658
72.89582,,1151865,590586
72.89605,,1232673,894409
72.89675,,1724065,565445
72.89839,,1149697,1062111
72.89886,,1132001,894490
72.89902,,1747649,763719
72.89963,,1536769,848938
72.90075,,1368385,701927
72.90141,,1238369,972610
72.90235,,1853697,710811
72.90309,,1151073,932332
72.90514,,1199873,853389
72.90579,,1489281,745249
72.90611,,1161441,1150559
72.90632,,1599009,560750
72.90668,,1227841,997732
72.90692,,1239041,1052586
72.90897,,1358401,1195090
72.90909,,1140737,782233
72.90948,,1246497,1081379
72.90987,,1192849,837723
72.9107,,1151585,875149
72.9109,,1533953,1015014
72.91122,,1525633,1009795
72.91204,,1281673,495007
72.91247,,1246337,959178
72.91371,,1286688,583041
72.91391,,1283328,773412
72.91436,,1219936,690572
72.91511,,1155456,1038931
72.91604,,1155104,852167
72.91682,,1257344,917928
72.91713,,1176928,1113622
72.91787,,1185536,640699
72.91801,,1241472,626665
72.91813,,1405888,1198508
72.91954,,1143008,805962
72.92215,,1721504,730159
72.92255,,1146752,902277
72.92332,,1348832,747332
72.92428,,1292928,823865
72.92465,,1236736,632971
72.92525,,1189120,1266616
72.92765,,1385280,1032808
72.92777,,1325024,1062671
72.92793,,1481888,838918
72.92877,,1356704,930256
72.92893,,1473184,854892
72.93098,,1203296,1214638
72.93195,,1568960,899285
72.93345,,1883712,754386
72.93385,,1463808,1207287
72.93428,,1213856,509122
72.93444,,1258848,589914
72.93514,,1371519,1151456
72.93536,,1360351,1085575
72.93611,,1144639,1270812
72.93659,,1486847,753620
72.93822,,1513167,462071
72.93843,,1238655,1171237
72.93926,,1158975,1164979
72.93985,,1147071,758719
72.94,,1299935,733891
72.94392,,1454783,767371
72.94566,,1304735,981878
72.9459,,1747199,1017265
72.94625,,1311519,1060855
72.95143,,1351071,847786
72.953,,1425087,909630
72.9537,,1227167,767583
72.95381,,1453503,655492
72.95445,,1327519,872913
72.95552,,1156607,957228
72.95651,,1172767,758805
72.9566,,1193599,722985
72.95713,,1168414,1171084
72.95781,,1250974,939682
72.95808,,1174846,691090
72.95878,,1223246,775146
72.95989,,1288862,648320
72.96057,,1342750,724566
72.96302,,1798494,761687
72.96344,,1237694,881337
