m/z,z,I,Res.
162.96239,,1807433,252404
162.97024,,1381071,487872
162.97791,,1797333,350893
162.98454,,1231066,371588
162.98941,,1236702,440220
162.99019,,1341663,361535
162.99168,,1621472,367200
162.9926,,1353185,399571
162.99995,,1367270,383780
163.00289,,1337897,292481
163.0056,,1299947,361056
163.0082,,1191661,519972
163.01181,,1206256,259573
163.01507,,1369842,541727
163.0175,,1282036,443419
163.02323,,1233913,489503
163.02657,,1431675,165093
163.0295,,1215485,481474
163.04006,,1725446,459640
163.04409,,1317385,299107
163.05129,,1531919,418835
163.05535,,1422610,310646
163.05729,,1373075,350148
163.05924,,1193877,306785
163.06904,,1352476,491044
163.06998,,1363357,316864
163.07652,,1252898,588188
163.07953,,1288869,398764
163.08089,,1391014,331447
163.08389,,1194216,337862
163.08826,,1243563,384982
163.08915,,1387628,238373
163.09144,,1334062,512436
163.0963,,1320690,232321
163.09874,,1540916,312771
163.10278,,1365559,475878
163.10523,,1186873,487653
163.10821,,1312059,435941
163.11041,,2068285,466211
163.11293,,1487423,275999
163.11487,,1215296,526850
163.11963,,1370308,341037
163.12001,,1330756,416156
163.12346,,1355975,408521
163.12783,,1268042,572760
163.12861,,2039115,401126
163.13257,,1210830,402973
163.13648,,1237457,357609
163.14051,,1271508,398543
163.14432,,1390935,399512
163.14967,,1206236,413108
163.15519,,1272928,356322
163.1636,,1281254,332760
163.16533,,1525608,349121
163.16683,,1375849,387804
163.1679,,1541226,289519
163.16889,,1226859,391523
163.17376,,1293294,284665
163.17446,,1516911,302015
163.18283,,1357525,232622
163.18369,,1221750,521167
163.18734,,1367673,511313
163.18923,,1430650,383148
163.19158,,1519228,425053
163.19358,,2065278,301936
163.19511,,1292415,533888
163.20073,,1709443,453693
163.20137,,1252868,419543
163.20163,,1218436,291765
163.20304,,1425541,329496
163.21037,,1510795,292727
163.22486,,1306646,363216
163.23,,1731354,279383
163.23106,,1763483,435230
163.23382,,1200029,486946
163.23554,,1188383,403907
163.23647,,1309855,310167
163.24336,,1497765,301681
163.24569,,1247271,262479
163.24981,,1722410,233168
163.25368,,1242989,319646
163.25493,,1200558,364263
163.26253,,1201332,476726
163.26593,,1326774,427041
163.27601,,1244094,548681
163.27956,,1291905,297235
163.28339,,1279044,311494
163.28486,,1560261,394610
163.29046,,1808330,359960
163.2921,,1387211,414790
163.29677,,1347406,316835
163.29992,,1308369,477629
163.31575,,1422813,413410
163.32973,,1808360,320825
163.33069,,1219433,318897
163.33982,,1196528,336880
163.34941,,1375864,355478
163.35117,,1246457,334552
163.35387,,1656955,366374
163.35419,,1552763,354341
163.37717,,1590029,345515
163.37934,,1331855,399986
163.38098,,1321872,268481
163.3833,,1452818,314098
163.38543,,1273236,248418
163.38709,,1496853,427648
163.39322,,1318682,446727
163.39592,,1285532,324916
163.39721,,1441949,294418
163.40268,,1268769,380585
163.40426,,1265250,284756
163.40483,,1322787,271894
163.41009,,1421479,210190
163.41224,,1365545,413104
163.41417,,1223210,470202
163.43692,,1525564,415496
163.43874,,1361597,309336
163.43935,,1223486,560039
163.44076,,1288255,435327
163.45759,,1554508,318731
163.46038,,1217102,234538
163.46646,,1229139,364114
163.46903,,1473109,456829
163.4713,,1267799,402924
163.49869,,1482092,449638
163.50465,,1246193,287484
163.51232,,1402743,407374
163.51586,,1301625,505720
163.5185,,1760379,265687
163.52084,,2091389,318767
163.5215,,1266814,563248
163.52391,,2979456,359738
163.52552,,3244673,409034
163.52982,,1915012,396991
163.53542,,1522313,355955
163.54015,,1345420,256847
163.54526,,1293840,306527
163.54566,,1241425,302815
163.54865,,1303187,358663
163.55184,,1411477,371921
163.56235,,1301918,573481
163.56492,,1878047,279659
163.56878,,1442210,293687
163.57104,,1497252,234526
163.57526,,1337768,532138
163.57701,,1188521,373731
163.5786,,1478314,412792
163.58306,,1387694,438615
163.59079,,1754036,321614
163.59266,,1556277,324347
163.59386,,1469110,351814
163.60793,,1764289,299026
163.61164,,1225924,475956
163.61571,,1333031,297699
163.61597,,1436743,309514
163.62825,,1213137,454714
163.63341,,2287061,310337
163.6392,,1440729,349635
163.64231,,1270236,383243
163.64455,,1299293,360140
163.64777,,1300192,428296
163.66549,,1406702,459711
163.66638,,1221102,492446
163.67343,,1255412,536866
163.67486,,1763573,269741
163.68558,,1220605,424986
163.69105,,1265666,391916
163.69215,,1584386,324307
163.70008,,1523081,289688
163.70078,,1672073,238523
163.70264,,1465099,364349
163.7037,,1270411,245736
163.70828,,1188367,596690
163.71795,,1431574,408934
163.72209,,1500186,470139
163.72317,,1445403,365825
163.72689,,1298717,374568
163.73432,,1268515,321895
163.74947,,1220399,341855
163.75056,,1219120,482329
163.75258,,1200689,268332
163.75349,,1447858,394493
163.75746,,1670197,347854
163.76168,,1212984,453400
163.76953,,1908031,365967
163.77047,,1543999,270823
163.77432,,1536578,411614
163.77558,,1380675,568467
163.77614,,1449540,539766
163.78079,,1243463,372045
163.79258,,1740880,327855
163.80025,,1280598,395213
163.80642,,1567195,311792
163.80724,,1218140,320035
163.81537,,1390434,432257
163.81697,,1410659,453169
163.82018,,1641318,435281
163.82194,,1188455,450788
163.82847,,1418860,423319
163.83177,,1393263,407541
163.83245,,1455983,341449
163.83518,,1242225,387377
163.8417,,1228919,522702
163.84422,,1617272,447338
163.8475,,1438587,258300
163.84875,,1323644,480204
163.85085,,1533566,377128
163.85946,,1188484,515621
163.86015,,1385861,384955
163.86471,,1259528,308204
163.86777,,1196331,265427
163.86879,,1232524,323966
163.87142,,1309582,406665
163.88216,,1190934,413411
163.88522,,1453976,324076
163.88764,,2558874,410072
163.89007,,1341596,435487
163.89319,,1398942,353603
163.89821,,1771682,343406
163.89932,,1188771,520303
163.90341,,1363878,440262
163.90873,,1245610,434307
163.90949,,1385259,346853
163.91091,,1466796,396885
163.91206,,1512109,325487
163.91642,,1424176,385348
163.91886,,1636274,466883
163.94566,,1210951,332633
163.9485,,1255113,469868
163.95647,,1731791,312992
163.959,,1292369,323520
163.96039,,1198034,420783
163.96433,,1497174,342192
163.96798,,1241048,435654
163.97418,,1700061,307724
163.97705,,1450847,246340
163.98196,,1440227,271416
163.98317,,1451748,414883
163.98929,,1289705,328703
163.99361,,1705932,198239
163.99452,,1255661,290615
164.00212,,1324275,483522
164.00478,,2163189,230743
164.01016,,1363449,508478
164.01449,,1361660,457885
164.01936,,1659392,333869
164.02391,,1249796,322243
164.0249,,1305860,556986
164.03766,,1307278,266154
164.04021,,1192720,279266
164.04587,,1404949,446588
164.04838,,1299351,351234
164.04942,,1381399,436765
164.05058,,1616408,354377
164.05266,,1248282,379708
164.05446,,1721883,325311
164.05537,,1332252,495057
164.05629,,1216285,647350
164.05707,,1480989,516987
164.05876,,1194783,395615
164.07099,,1272872,462317
164.07222,,1359657,496404
164.0767,,1625644,371426
164.08699,,1643572,357842
164.08784,,1191477,465864
164.08956,,1390134,450952
164.09136,,1518648,272129
164.09469,,1282298,220343
164.10108,,1255103,358894
164.10168,,1420352,359429
164.106,,1278659,273498
164.10831,,1320389,280902
164.11531,,1280074,464245
164.11958,,1782094,252078
164.12036,,1403342,392721
164.12403,,1358673,315667
164.12633,,1606611,305351
164.12719,,1305427,363936
164.12884,,1566037,336965
164.14326,,1314528,354210
164.14627,,1647970,252925
164.14857,,1515364,343006
164.15058,,1802598,325152
164.15594,,1434602,334113
164.15693,,1223274,732284
164.16049,,1470829,414421
164.16714,,1244914,355642
164.16888,,1318772,441573
164.17449,,1240568,296964
164.18432,,1526144,464277
164.22142,,5495964,413179
164.22537,,12004511,256798
164.22603,,5850272,422247
164.22694,,66839712,257860
164.22866,,78914720,269227
164.2292,,14492834,409245
164.23038,,7709859,313432
164.25135,,1404851,351127
164.25305,,1283765,423878
164.25766,,1283256,451069
164.25915,,1610937,250027
164.25963,,1306458,343183
164.26762,,1348288,430574
164.26971,,1631169,393421
164.27553,,1596870,407943
164.27801,,1662920,361070
164.28406,,1353677,380550
164.30008,,1219289,490022
164.31,,1377249,516054
164.31502,,1313252,376587
164.31632,,1218917,401130
164.31944,,1195752,495571
164.32005,,1397096,326665
164.32811,,1253615,514159
164.33636,,1268085,351486
164.34394,,1334523,299261
164.34539,,1573884,474395
164.34729,,1594365,361131
164.34904,,1896063,275508
164.35095,,1668864,460429
164.35173,,1562625,418426
164.35305,,1338882,448894
164.361,,1409672,302633
164.36165,,1562632,400689
164.36669,,1987084,267324
164.36768,,1669901,380755
164.37485,,1489171,457046
164.37593,,1344915,301443
164.38179,,1259928,243700
164.38557,,1217307,504689
164.3871,,1253916,518725
164.40073,,1569830,476241
164.40545,,1505066,490845
164.40846,,1246252,432195
164.41118,,1259438,328543
164.42323,,1358136,294056
164.42513,,1232569,302581
164.42911,,1191740,315307
164.43595,,1194946,288100
164.43661,,1273666,455127
164.44088,,1629253,487222
164.44166,,1240006,388083
164.44539,,1607753,256394
164.44985,,1296460,414245
164.45041,,1242957,396868
164.45704,,1478994,248473
164.46709,,1257818,613346
164.46827,,1440474,293248
164.46878,,1241691,362957
164.47268,,1251166,420281
164.47817,,5502306,305963
164.47887,,5463395,392164
164.47992,,6975844,316318
164.48058,,7056740,384422
164.48165,,1507941,439341
164.48921,,1352939,355929
164.49316,,1480558,359652
164.50113,,1348212,500257
164.50323,,1643125,443173
164.50662,,1219960,486287
164.50951,,1257722,383140
164.51075,,1213051,349502
164.51198,,1348092,279265
164.51245,,1394172,346263
164.51768,,1512704,203540
164.52418,,1732485,371987
164.52608,,1204807,314145
164.52834,,1532809,342910
164.53316,,1285260,349130
164.53574,,1282190,423318
164.54563,,1279894,470605
164.54853,,1199512,513616
164.55,,1619097,206029
164.55339,,1330588,513255
164.55705,,1440543,303185
164.56143,,1378210,440023
164.56581,,1327653,318671
164.56937,,1387176,440286
164.57684,,1269934,230034
164.58091,,1415601,356072
164.58422,,1315636,300696
164.58565,,1221557,526122
164.58666,,1229365,404058
164.59021,,1226424,564358
164.59164,,1264313,477846
164.59426,,1383099,388085
164.60206,,1574081,446543
164.60414,,1459267,306076
164.60608,,1412548,229174
164.60666,,1272517,337116
164.61001,,1245127,547884
164.62303,,1369681,371134
164.62509,,1317587,388173
164.62995,,1305303,517677
164.6312,,1299160,423436
164.63397,,1498714,292274
164.63471,,1450458,429873
164.64054,,1345503,338268
164.64316,,1313121,345185
164.6452,,1486818,333239
164.65873,,1214701,467904
164.66105,,1191151,342261
164.66175,,1539695,314389
164.66321,,1217776,574179
164.67453,,1587705,336947
164.68781,,1358339,317196
164.70203,,1825038,353383
164.71104,,1640213,444819
164.7117,,1239957,295729
164.72677,,1190177,565125
164.72995,,1341155,219024
164.73114,,1700132,345521
164.73653,,1790888,279947
164.74278,,1483309,413339
164.74689,,1251504,270423
164.74807,,1348401,409017
164.75,,1465267,361510
164.75228,,1250356,327417
164.75669,,1673016,289485
164.76074,,1452347,356771
164.76419,,1315518,326755
164.76744,,1276992,276364
164.76925,,1188289,368315
164.77489,,1253382,253608
164.78258,,1212108,406877
164.78706,,1258319,492433
164.78775,,1294160,427057
164.79145,,1304147,453238
164.79763,,1229399,526831
164.80052,,1227865,350434
164.80463,,1485917,462147
164.80543,,1492573,486180
164.81059,,1469793,418596
164.81193,,1732450,311456
164.82007,,1505640,380549
164.82775,,1195886,491198
164.82855,,1231983,428025
164.83049,,1486960,334351
164.83607,,1604213,339809
164.83851,,1621879,284214
164.8393,,1410039,249208
164.84009,,1304696,471349
164.84145,,1385849,273669
164.84449,,1326715,398237
164.85469,,1215363,368228
164.86011,,1286791,301841
164.86381,,1416202,359003
164.86517,,1367307,294480
164.88078,,1250199,448509
164.88562,,1247387,337390
164.90061,,1294758,504640
164.90902,,1201325,551598
164.91001,,1529005,412324
164.91199,,1376943,503696
164.92412,,1786040,339555
164.93096,,3561405,244967
164.9323,,1242302,219366
164.93297,,1200575,292445
164.93444,,1222080,440276
164.94202,,1674438,412665
164.94485,,1245896,356131
164.95425,,1349839,466900
164.95529,,1351120,293161
164.95867,,1241682,258027
164.96348,,1437654,364576
164.96442,,2451159,420518
164.97311,,1880285,348622
164.97662,,1488480,264445
164.98962,,1252074,452020
164.9974,,1379824,388077
164.99995,,1778930,301915
165.00152,,1466867,355445
165.00429,,1288437,453466
165.00865,,1337337,435007
165.01532,,1252350,424220
165.01828,,1261824,500507
165.01938,,1696513,403422
165.02061,,1321986,561162
165.02281,,1266627,362256
165.02325,,1298756,296070
165.02463,,1370629,484953
165.02597,,1400070,372189
165.03036,,1251721,337900
165.03457,,1326348,592584
165.03622,,1667598,364331
165.04466,,1370388,402186
165.04581,,3509525,309502
165.05317,,1620763,355236
165.05564,,1268765,551892
165.05883,,1418271,438452
165.06699,,1650725,366785
165.07043,,1300520,413338
165.07953,,1294127,427949
165.08474,,1347891,378999
165.08526,,1462323,407252
165.08739,,1493557,353195
165.08811,,1766197,289956
165.08897,,1213878,333720
165.09301,,1473081,497762
165.09505,,1208891,559402
165.09566,,1533243,430503
165.09875,,1551677,317299
165.1106,,1853255,272130
165.11179,,1475015,244919
165.11397,,1304649,212453
165.12748,,1352787,519358
165.1286,,1503060,468533
165.13289,,1356375,416929
165.13491,,1344601,516579
165.13675,,1434202,376597
165.13851,,1257308,314527
165.1452,,1231713,488065
165.14838,,1248611,505028
165.1502,,1348453,404723
165.1542,,1635432,237825
165.15628,,1354857,290460
165.16089,,1535341,390757
165.16368,,1290735,382098
165.17412,,1404791,373487
165.1863,,2018432,343100
165.19708,,1289096,459965
165.19773,,1701257,428322
165.19831,,1274249,442453
165.19905,,1592842,330434
165.19999,,1473547,348783
165.20273,,1390733,260687
165.2084,,1502097,309032
165.20932,,1288466,366648
165.21326,,1225493,352746
165.21486,,1210518,365861
165.21596,,1274007,320485
165.21987,,1237914,331434
165.22256,,1281180,434660
165.22618,,1256895,179867
165.23593,,1425190,349668
165.24084,,1405098,338340
165.24504,,1202733,344841
165.24966,,1269424,432663
165.25945,,1227704,297347
165.26619,,1424317,374254
165.27119,,1192641,467109
165.28062,,1689544,407405
165.29186,,1793361,201524
165.29459,,1243955,219955
165.2964,,1225428,434508
165.29748,,1317717,314972
165.31066,,1514719,413682
165.31218,,1206496,459832
165.31285,,1190561,360747
165.31502,,1504994,340093
165.33322,,1195248,502368
165.33425,,1222385,374965
165.33724,,2156275,323223
165.34049,,1420278,236684
165.34148,,1273078,437897
165.34815,,1452539,288230
165.34871,,1322108,336545
165.36201,,1365638,299536
165.36319,,1609991,286574
165.37207,,1428494,415699
165.37382,,1278095,378830
165.37645,,1393169,302936
165.38044,,1234580,417470
165.39309,,1229470,389089
165.39949,,1334434,345817
165.40458,,1777958,324508
165.40983,,1384874,321400
165.41217,,1381036,319780
165.42457,,1318198,421704
165.42924,,1504825,348993
165.43112,,1617211,425113
165.43209,,1464123,435891
165.43722,,1199807,322409
165.4382,,1475648,296761
165.44279,,1287107,373227
165.44363,,1240388,453544
165.44649,,1288518,520002
165.45377,,1472716,338239
165.45498,,1398605,364482
165.45622,,1561230,224420
165.46474,,1451860,281222
165.4654,,1301717,371627
165.46994,,1602648,359203
165.47316,,1568858,333205
165.47432,,1239387,425511
165.48484,,1336163,402212
165.4887,,1520230,365333
165.48974,,1463143,435297
165.49361,,1321578,535785
165.49411,,1529962,507897
165.49642,,1417580,424766
165.49738,,1339245,482121
165.50136,,1583600,284542
165.50362,,1499378,338274
165.51061,,1722999,283719
165.51476,,1353594,236852
165.52632,,1580163,477776
165.52696,,1648515,434193
165.52864,,1257861,404325
165.52902,,1324037,321734
165.53219,,1373319,398836
165.54115,,1299470,404249
165.54319,,1420944,406372
165.54599,,1309842,323512
165.55097,,1340053,362282
165.55482,,1220504,525406
165.55865,,1378459,334988
165.56396,,1513247,259181
165.56466,,1925152,222535
165.57469,,1318375,240046
165.57707,,1376681,506698
165.57991,,1245867,476826
165.58356,,1263278,510267
165.58769,,1329585,325203
165.59717,,1270841,317675
165.59893,,1341370,263234
165.60142,,1237052,376640
165.6106,,1541699,284520
165.61163,,1370947,272734
165.61284,,1523652,391687
165.61359,,1290437,431623
165.61568,,1564743,302585
165.61637,,1499079,454916
165.62671,,1459279,274677
165.62919,,1424081,382498
165.63904,,1243864,354259
165.64192,,1431002,287061
165.64647,,1424350,312593
165.65174,,1361378,280418
165.65256,,1868515,472679
165.66375,,1357035,560143
165.66561,,1426540,295114
165.66822,,1216494,576141
165.66894,,1232367,572939
165.67271,,1188850,563018
165.67539,,1263604,329840
165.68239,,1403129,350142
165.69159,,1235456,493906
165.69708,,1527812,413960
165.70619,,1306379,387832
165.70657,,1626379,317793
165.70744,,1397260,319300
165.71265,,1281808,534579
165.71919,,1504533,306642
165.72873,,1209500,370492
165.73508,,1235873,277824
165.73628,,1329698,429946
165.73964,,1323812,433297
165.74326,,1286823,339597
165.74709,,2182186,323264
165.7546,,1213872,433267
165.756,,1192497,415626
165.76274,,1425718,349920
165.7634,,1426486,348247
165.77611,,1213312,335031
165.77667,,1453504,251322
165.80464,,1675094,301567
165.81031,,1245914,396179
165.81337,,1476316,308576
165.81917,,1299041,332107
165.82604,,1202278,543927
165.82792,,1242919,249980
165.83421,,1454572,195375
165.83483,,1208876,348422
165.83588,,1329261,270524
165.83801,,1311343,429423
165.84331,,1372275,377671
165.85173,,1242745,521987
165.862,,1302657,361418
165.86596,,1444740,313545
165.86881,,1257094,331815
165.8694,,1725319,301338
165.88323,,1282449,427712
165.88609,,1213459,387883
165.88807,,1246741,411259
165.89485,,1672986,266512
165.89713,,1511579,395900
165.90072,,1803934,381884
165.90259,,3729312,314758
165.90315,,1224480,459279
165.90824,,1483684,356097
165.91257,,1345959,364903
165.93249,,2203062,342582
165.93655,,1196601,440371
165.9385,,1263291,336577
165.95905,,1569482,403203
165.9607,,1793227,328748
165.96604,,1398736,408363
165.9672,,1251792,530407
165.97219,,1890772,430189
165.97908,,1664729,374736
165.98052,,1458074,215626
165.98355,,1250397,302557
165.98715,,1295839,350047
165.98972,,1531617,443755
165.99219,,1282787,391714
165.99462,,1491173,420812
165.99736,,1316967,319675
165.99791,,1743080,372105
165.99876,,1382120,315118
166.00313,,1352043,279536
166.0061,,1193582,411124
166.01201,,1696498,445209
166.01656,,1295606,386651
166.02603,,1288829,330562
166.0286,,1282815,351742
166.02982,,1359872,559452
166.0315,,1702401,365413
166.03261,,1419906,306964
166.03632,,1287557,396386
166.04912,,1204494,469280
166.0501,,1352463,400609
166.05379,,1360274,374623
166.06034,,1552151,362769
166.06215,,1642008,415737
166.06527,,1350170,389992
166.06584,,1211419,749000
166.06634,,1427995,580927
166.07424,,1824545,389221
166.07518,,1341986,578661
166.08352,,1683496,379996
166.08445,,1376425,292598
166.08935,,1466156,398580
166.09066,,1309101,256301
166.09656,,1464370,300602
166.10055,,1280821,306561
166.11541,,1787456,313840
166.12291,,1557574,319056
166.13283,,1344077,294981
166.13915,,1708626,359084
166.1442,,1273686,459502
166.14997,,1193050,494856
166.15461,,1485790,261627
166.15543,,1310046,383591
166.16163,,1699811,262240
166.16479,,1269221,406573
166.17366,,1465196,323105
166.18891,,1645687,440748
166.18961,,1224312,479201
166.19584,,1599997,247481
166.20252,,1514114,416053
166.20589,,1268356,480244
166.20704,,1396101,476375
166.20975,,1486727,333158
166.21036,,1455624,270169
166.21187,,1275017,342329
166.21514,,1468811,319427
166.22191,,1325648,306528
166.2226,,1208721,487437
166.22514,,1363859,388853
166.23494,,1228314,169538
166.23661,,1243035,586511
166.23757,,1555484,248781
166.24026,,1255070,393149
166.24499,,1278306,261816
166.24886,,1400357,335979
166.25146,,1211302,361664
166.26593,,1333681,503148
166.26832,,1430707,445402
166.27186,,1211830,567813
166.27975,,1453884,292288
166.28279,,1356094,390938
166.2835,,1216959,519440
166.2898,,1608259,260008
166.29267,,1413445,236343
166.29544,,1354184,398035
166.30461,,1684686,373344
166.31026,,1701459,288883
166.3116,,1191764,422330
166.3206,,1318618,488283
166.32524,,1308894,395571
166.32658,,1334495,523616
166.32883,,1207265,539318
166.32952,,1476321,403708
166.3308,,1218786,444841
166.33391,,1434788,202326
166.3388,,1344744,551409
166.34318,,1281387,397331
166.3523,,1419122,277215
166.35292,,1441395,208292
166.35484,,1197172,436721
166.35634,,1378549,402620
166.37134,,1256193,385582
166.37253,,1528321,390643
166.37755,,1245445,328651
166.37864,,1245958,266354
166.38584,,1234699,298498
166.38812,,1217869,353658
166.38953,,1709838,398002
166.39611,,1238931,427014
166.39677,,1462292,481496
166.40266,,1244696,470890
166.40969,,1612829,415174
166.41489,,1242657,352527
166.41605,,1248546,466670
166.41922,,1521956,383220
166.42489,,1229225,358511
166.43014,,1710381,405245
166.44659,,1202425,248998
166.44705,,1210105,229952
166.47007,,1309003,557321
166.47053,,1515083,271214
166.47119,,1269963,270904
166.47369,,1221965,574469
166.47604,,1957199,419452
166.48583,,1248470,321252
166.48812,,1332440,345403
166.50133,,1198946,322790
166.50226,,1381731,395702
166.5042,,1329380,314207
166.51118,,1410921,415846
166.51347,,1539947,346690
166.5152,,1315052,342986
166.51676,,1323310,215279
166.5228,,1352050,491166
166.52784,,1210998,303125
166.53027,,1205112,494399
166.53211,,1361017,335128
166.53483,,1191803,444382
166.53553,,1582972,367791
166.54331,,1249025,371876
166.54844,,1506565,222505
166.5567,,1377291,328043
166.5604,,1242766,490693
166.56418,,1359633,335426
166.56755,,1661844,434398
166.57911,,1234844,359243
166.583,,1879967,374077
166.586,,1205793,441381
166.58967,,1430436,391218
166.59927,,1193899,270695
166.60783,,1276594,369671
166.61102,,1200564,475604
166.61628,,1463992,300645
166.62296,,1417021,308349
166.6315,,1257411,518773
166.63387,,1863877,336761
166.63575,,1193159,305824
166.6363,,1205703,287113
166.64184,,1510859,394216
166.65206,,1735379,455627
166.65496,,1194581,346622
166.66254,,1299931,523814
166.66369,,1219420,349864
166.66964,,1378528,399471
166.6732,,1676259,210294
166.67388,,1359843,338478
166.67538,,1367396,365039
166.67855,,1314279,497891
166.68042,,1250792,569927
166.68245,,1341418,363636
166.68373,,1344235,294452
166.69044,,1612784,329995
166.6929,,1636081,404660
166.69391,,1324274,273894
166.70596,,1697275,338459
166.70777,,1371261,350128
166.70898,,1256317,379236
166.71718,,1855492,299177
166.71855,,1221509,333743
166.72167,,1315271,311154
166.72201,,1449351,286189
166.72288,,1248072,179366
166.72476,,1338633,495075
166.7298,,1307661,430341
166.73077,,1271566,573405
166.73237,,1380879,332049
166.73496,,1223697,609416
166.746,,1230873,538527
166.75107,,1224605,300764
166.75241,,1282334,484812
166.75478,,1409824,511069
166.76055,,1808676,328556
166.76532,,1460519,452573
166.76746,,1508009,320899
166.77697,,1375536,482064
166.79553,,1614526,338413
166.80128,,1330242,264502
166.80639,,1305670,536143
166.81223,,1791563,415067
166.82039,,1359185,458634
166.82428,,1461843,353224
166.82565,,1549397,377359
166.82803,,1311062,409481
166.8289,,1339991,504871
166.83579,,1218524,299284
166.83708,,1338205,386091
166.83815,,1235038,505742
166.83901,,1674079,348914
166.84829,,1748837,412880
166.85064,,1442151,365072
166.85394,,1329386,279869
166.85694,,1275500,413440
166.86126,,1221743,371477
166.86468,,1893746,402196
166.87149,,1639287,336514
166.88054,,1190269,545148
166.88501,,1504385,366477
166.89127,,1330053,445813
166.89512,,1250504,289179
166.90351,,1656463,433828
166.91044,,5428372,364506
166.91209,,1436821,402658
166.91465,,1384343,513767
166.91564,,1554456,258331
166.91798,,1713433,240873
166.92351,,1365085,332825
166.92756,,1416737,287999
166.92966,,1374370,408827
166.93427,,1960998,292044
166.93667,,1331367,390993
166.93795,,1193896,470118
166.93976,,1348906,257012
166.94122,,1519275,394380
166.94456,,1213613,409068
166.94866,,1584816,496901
166.95191,,1466035,374426
166.96601,,1193405,225084
166.96657,,1249982,342922
166.97524,,1374404,469488
166.97978,,3325128,328860
166.9811,,1319368,462589
166.9844,,1443275,474672
166.98517,,1350731,320778
166.98765,,1573197,269760
166.99115,,1477072,427832
166.99394,,1299666,462214
166.99723,,1446036,199143
167.01102,,1664479,361406
167.02361,,1434344,423298
167.02451,,1199849,546531
167.02513,,1415913,451927
167.02743,,1397099,303943
167.03157,,1693934,424579
167.03224,,1280750,590704
167.04588,,1311993,370182
167.04718,,1403130,296872
167.05019,,4329724,333474
167.05164,,1224701,437525
167.0521,,1562109,303433
167.0535,,1209854,346695
167.05577,,1215104,392794
167.05679,,1477633,438846
167.05829,,1339778,277069
167.05915,,1437827,237851
167.06137,,1197828,429189
167.06969,,1403402,274005
167.07781,,1549840,375273
167.07894,,1204369,382047
167.08369,,1420053,534729
167.08896,,1427737,389735
167.10101,,1432738,243233
167.10223,,1298723,434028
167.10764,,2292519,464675
167.11262,,1210026,363924
167.11564,,1468716,439261
167.11964,,1519151,331759
167.12806,,1333302,533807
167.12876,,1463862,444390
167.13641,,1571388,333488
167.14416,,2585666,279705
167.1483,,1391173,427561
167.15519,,1321418,346197
167.16037,,1227278,269543
167.16246,,1234767,492190
167.16992,,1287509,325224
167.17566,,1275737,487380
167.17686,,1503834,430899
167.1798,,1497180,436550
167.18112,,1365853,361659
167.18285,,1477726,318485
167.18338,,1878623,338040
167.18593,,1493601,440431
167.18849,,1470051,385167
167.19208,,1735141,167829
167.19361,,1545062,408840
167.19614,,1711208,352622
167.19878,,1286762,452572
167.20762,,1239921,423752
167.20822,,1206385,493337
167.21085,,1254259,385820
167.21472,,1231734,371062
167.21707,,1684344,418157
167.22028,,1466746,357587
167.22362,,1494397,347041
167.22546,,1483390,443542
167.22619,,1383167,314566
167.23386,,1208196,427516
167.23774,,1303431,434182
167.24211,,1213130,198642
167.25245,,1313426,445143
167.25908,,1377175,336456
167.26309,,1250074,307697
167.26891,,1916062,326193
167.27187,,1195489,231334
167.27277,,1492385,258576
167.27408,,1515298,307443
167.28769,,1341356,407419
167.29033,,1226542,368336
167.29168,,1450927,417587
167.30242,,1234615,456562
167.30637,,1528250,276038
167.31245,,1215679,379315
167.3139,,1372096,291058
167.32092,,1216197,413246
167.34504,,1663703,267106
167.35013,,1362907,483155
167.35631,,1204255,255646
167.36065,,1224162,347985
167.36293,,1359204,340856
167.36498,,1251302,548083
167.3727,,1195755,470466
167.38055,,1495281,445585
167.38506,,1200372,491531
167.3857,,1212661,607870
167.38823,,1495543,336807
167.39567,,1363964,490775
167.39711,,2135037,316292
167.40514,,1230851,469712
167.4113,,1326984,307425
167.41279,,1204489,495795
167.42083,,1345039,445466
167.42271,,1442832,405500
167.43504,,1329433,339506
167.43649,,1214106,338595
167.43832,,1218844,615490
167.44356,,2288672,327733
167.44741,,1193827,254747
167.44864,,1520548,312341
167.45329,,1203239,582163
167.45548,,1351977,293006
167.45685,,1885226,341980
167.45982,,1416620,326078
167.46996,,1255219,449282
167.47445,,1276471,408609
167.47535,,1246583,308809
167.47786,,1496889,402620
167.48453,,1413182,353614
167.48659,,1444288,309305
167.48978,,1624642,320134
167.49885,,1421897,455577
167.501,,1634378,312172
167.50331,,1481804,391412
167.52926,,1224287,381774
167.53142,,1308385,377442
167.53366,,1216354,456808
167.53865,,1376358,524157
167.54043,,1234663,400784
167.54246,,1553257,373856
167.55177,,1483376,327627
167.56093,,1432695,378233
167.56566,,1239802,375095
167.56968,,1498237,275635
167.57301,,1226752,268064
167.57967,,1715716,276947
167.59146,,1221773,525752
167.59343,,1279119,415696
167.5955,,1203344,569511
167.60734,,1262745,430420
167.60928,,1271322,393988
167.61213,,1522076,386789
167.61641,,1277600,469339
167.6182,,1239713,317696
167.62554,,1248422,534717
167.63117,,1194410,470473
167.63269,,1353388,472246
167.63955,,1352113,421078
167.64201,,1208882,380817
167.64397,,1316276,445898
167.64621,,1289526,288281
167.64951,,1225336,211257
167.65136,,1518009,258682
167.65711,,1255102,605202
167.66188,,1213505,367348
167.66624,,1195204,326276
167.67152,,1194696,492597
167.67488,,1408459,418894
