m/z,z,I,Res.
586.64822,,987938,61061
586.66736,,923485,68121
586.70059,,875796,68089
586.73311,,895756,79408
586.77152,,747970,100273
586.78885,,801405,78594
586.81471,,1094390,91161
586.85611,,658411,148115
586.8688,,663208,120547
586.93025,,818008,86402
586.97384,,744028,54035
586.99904,,1195269,44709
587.01863,,868672,50462
587.09612,,1032875,49000
587.15254,,1634909,46098
587.16781,,1082520,36678
587.20813,,1388045,73371
587.2266,,985096,46959
587.3088,,1869042,50131
587.32012,,847055,63988
587.33334,,1182060,63041
587.35555,,1209702,43675
587.40127,,886905,51337
587.43792,,841807,75264
587.4977,,866751,77987
587.5668,,846188,90943
587.58294,,775208,104274
587.59651,,823652,56385
587.60695,,835073,51673
587.64015,,800536,74413
587.66478,,1181266,62566
587.82006,,1368294,53939
587.83451,,1402211,73756
587.86082,,1144411,58807
587.89644,,1047314,59293
588.01936,,1003919,45819
588.04923,,683591,58336
588.06257,,966883,48698
588.08077,,1133854,70524
588.13782,,1204750,49656
588.25641,,866877,48023
588.27525,,1319272,54328
588.31519,,1784220,41185
588.32866,,1058841,110383
588.35106,,838162,68825
588.36273,,945807,49098
588.3966,,1086853,36381
588.47742,,948078,69190
588.49156,,872746,88082
588.51194,,984716,45252
588.52489,,1072193,22595
588.57925,,1194193,59434
588.62669,,703300,133645
588.68668,,1164915,64407
588.82017,,1585996,76561
588.86248,,868904,64860
588.87203,,1100093,48937
588.89181,,1281975,58179
588.91973,,1105327,63248
588.95769,,928036,82423
589.05111,,1108745,58508
589.072,,665347,160721
589.11287,,1035383,62467
589.12391,,631124,94263
589.20021,,784734,77031
589.21686,,800217,91592
589.26998,,1137033,48859
589.30571,,1390271,67256
589.31974,,869178,89975
589.34655,,1672627,72125
589.36735,,936876,87780
589.39539,,1141924,57689
589.44027,,1417623,59238
589.49929,,996998,65822
589.57336,,663888,90204
589.60879,,618917,126726
589.67192,,824914,76293
589.80429,,2179627,48198
589.8423,,789311,53406
589.91879,,1136457,44925
590.03762,,707141,80525
590.08199,,944855,68224
590.14894,,1277891,39432
590.17636,,1363899,57773
590.20651,,1019857,36394
590.2298,,1300010,46109
590.26364,,855584,98016
590.27931,,1233307,64915
590.35473,,964740,94484
590.41989,,1310896,47212
590.45209,,1249383,62747
590.50223,,872215,84137
590.53635,,769501,44452
590.58773,,1300541,59057
590.62118,,950002,52888
590.6652,,829733,53276
590.69649,,782299,84955
590.74565,,1104780,47430
590.80333,,3423994,63232
590.81642,,5811446,53501
590.89257,,1210911,50344
590.96708,,930056,81738
590.98292,,1251906,64056
591.00941,,966426,44138
591.08551,,948002,49320
591.10493,,1255964,66235
591.11655,,760729,107557
591.19929,,773215,59990
591.25981,,1376876,63827
591.28253,,751045,60145
591.30475,,1588830,65280
591.32652,,1591895,77008
591.33813,,1155411,95261
591.36275,,1359947,61573
591.39979,,1041344,50403
591.48439,,705029,60395
591.50388,,899870,69903
591.51782,,910666,48324
591.54202,,872243,57631
591.55351,,617871,73030
591.57049,,887050,66834
591.59093,,889219,99910
591.60489,,702590,132090
591.62239,,652153,120223
591.63868,,698708,78241
591.78755,,1088005,32925
591.80122,,857984,53028
591.82275,,1055673,62437
591.8597,,850605,57084
591.88458,,719717,100682
591.91051,,807773,38855
591.9799,,887495,68983
591.98945,,976772,45570
592.01053,,1166461,67576
592.0606,,1419309,39673
592.10123,,1075680,61780
592.11349,,938588,64198
592.18288,,1054949,42145
592.20869,,1325245,60155
592.29342,,1235554,46948
592.30219,,1098815,80386
592.3223,,1782680,50217
592.34557,,1463313,55864
592.359,,992140,64716
592.37313,,1070984,95671
592.38666,,923267,93423
592.40893,,1043452,49567
592.50632,,768924,112453
592.52941,,973461,73032
592.55511,,861388,63073
592.64928,,799278,129258
592.66313,,1052713,76785
592.79734,,1687869,46007
592.81602,,2884471,46880
592.89362,,1256158,50982
592.9013,,1166267,53659
592.92042,,1507285,52566
592.93722,,789199,98793
593.05112,,884330,61969
593.08225,,906783,42340
593.16804,,1232963,51284
593.20088,,1364984,37543
593.22155,,1475313,49695
593.23777,,1118764,48016
593.2727,,1903968,47105
593.30161,,1254614,53961
593.31921,,1250257,39960
593.33247,,1160652,73133
593.34243,,2001865,65216
593.3539,,1291461,85811
593.46466,,1399200,52691
593.50095,,719828,111481
593.53928,,983559,81226
593.58644,,878775,80750
593.68534,,642166,65942
593.7878,,792244,73996
593.8016,,958383,63918
593.8716,,831000,69470
593.89062,,844305,69927
593.91319,,836361,102433
593.92831,,1278980,57976
593.96749,,929463,58748
594.0486,,767739,47835
594.06982,,1071957,43949
594.11868,,1327428,46023
594.17259,,1137906,46631
594.1993,,1517481,32776
594.23784,,1199196,51273
594.27776,,949646,87307
594.31438,,1129730,76386
594.361,,1853298,45746
594.37815,,1216236,56606
594.38578,,1039017,65944
594.39847,,1295333,78635
594.4362,,900440,71261
594.44947,,891347,79123
594.47985,,1000969,74828
594.51911,,807868,89420
594.55405,,1139760,70920
594.6102,,774428,94925
594.65301,,725774,58594
594.67879,,682565,60423
594.69557,,715999,82396
594.71161,,726169,68293
594.79936,,899291,111029
594.81765,,967253,89708
594.88439,,834046,53974
594.90008,,1167801,62493
594.94067,,750443,71167
594.9752,,703519,109635
595.02946,,704172,41979
595.08414,,1427321,60975
595.10211,,1223795,74233
595.12588,,743211,105427
595.14029,,853030,81432
595.24568,,1427905,65177
595.3204,,2363432,52962
595.3374,,1103714,56464
595.35754,,1718298,69599
595.371,,1141590,98984
595.37736,,1214355,58329
595.41962,,1091269,65734
595.45602,,1317368,60988
595.47594,,991153,60843
595.5213,,875105,82697
595.56974,,841552,78733
595.58844,,1011978,45733
595.60087,,866501,56229
595.63435,,1048890,66077
595.66469,,1046319,47300
595.72698,,1143065,75608
595.79022,,1146243,61953
595.81588,,1032251,55696
595.82918,,1250550,41194
595.84552,,826160,70603
595.8836,,1142819,54212
595.90107,,757980,107303
595.91839,,892502,98781
595.93193,,768722,121529
595.97077,,835364,53000
595.99019,,741335,29149
596.0027,,889369,41439
596.06664,,1233442,46666
596.16999,,1176574,64251
596.23418,,1049255,68125
596.28811,,1199668,50594
596.29427,,1208690,58203
596.31601,,971338,82106
596.33298,,992644,53294
596.3528,,985533,75607
596.3779,,1246388,38903
596.41485,,803111,104753
596.44961,,1023195,62385
596.46712,,629076,132182
596.63681,,1105944,59541
596.65444,,887442,61464
596.66341,,720351,57728
596.68335,,919880,71678
596.7283,,1056888,54776
596.78801,,3302947,46258
596.81599,,2760856,40361
596.86572,,1332487,66951
596.9514,,1047336,53624
597.02208,,1125359,29412
597.03926,,1042217,38281
597.06756,,1147711,69029
597.11295,,1213998,59922
597.18219,,1483478,35331
597.2034,,974030,45336
597.24652,,1204223,65885
597.27978,,879475,98372
597.33587,,1755743,55091
597.37273,,1178705,78393
597.42811,,763133,95646
597.47695,,1008812,73697
597.49527,,964069,69340
597.56192,,841869,65494
597.57206,,639753,91625
597.58867,,786116,73999
597.64589,,734127,109339
597.68762,,912832,48747
597.78282,,1464765,80630
597.80704,,1788597,62151
597.83771,,732714,86179
597.85686,,720995,96240
598.0043,,1396718,44213
598.02259,,1352871,39001
598.03955,,1356320,35239
598.05758,,921114,65337
598.10791,,1183816,48875
598.12034,,965059,55718
598.17538,,1259695,33781
598.20877,,1668387,51430
598.23675,,1024793,52685
598.33319,,1324438,39707
598.34882,,2425072,55222
598.37406,,1296199,32039
598.39431,,986496,43033
598.43857,,1103568,55387
598.45041,,1236684,44892
598.50349,,1202104,66404
598.58743,,1548953,24532
598.64173,,817509,52812
598.7978,,5354573,54599
598.81148,,10974279,46967
598.89157,,1561834,36213
598.90609,,1310757,47889
598.93953,,1071321,63746
598.99449,,1317380,54514
599.01413,,843069,47054
599.02488,,1036921,44955
599.05044,,822320,83869
599.12469,,849365,104115
599.15864,,1324296,52423
599.27621,,1174173,77450
599.30285,,1211860,34655
599.3269,,1074314,72462
599.34221,,1217029,73373
599.37267,,731642,129461
599.39528,,866034,92171
599.43777,,817538,64837
599.45925,,864474,71503
599.48533,,873424,75299
599.52634,,1189953,72395
599.67043,,1314444,48380
599.68977,,1188485,58211
599.71418,,726780,63992
599.79816,,1474269,74314
599.81245,,1176920,56988
599.82145,,892564,93850
599.85011,,708746,110183
599.86561,,894788,94807
599.89519,,822265,85715
599.9198,,731056,126205
599.94609,,683878,105372
599.96545,,676223,78392
600.03487,,836230,110670
600.09718,,863919,61050
600.11914,,958246,49388
600.21349,,1355460,52715
600.22365,,890911,50471
600.24625,,1020151,48425
600.29473,,1030757,59770
600.32879,,1396313,44900
600.34765,,1430354,49359
600.36377,,1388044,61811
600.38203,,999941,66603
600.4621,,750023,62270
600.48646,,968958,44010
600.53174,,793038,95616
600.55169,,991558,64319
600.56413,,1156225,57214
600.63111,,783465,54316
600.7944,,6641516,46494
600.80829,,10703207,50730
600.84955,,1365719,72012
600.93584,,1442103,55240
600.99638,,1598689,41703
601.01072,,1045723,60135
601.02716,,825621,94177
601.04522,,906511,75788
601.06319,,669320,126003
601.19346,,1186967,32013
601.22992,,1114762,59018
601.2591,,1079103,77594
601.29481,,1013170,85414
601.30787,,1396141,80602
601.31764,,739241,96598
601.37001,,1682133,40759
601.44505,,940089,64890
601.46686,,823858,76130
601.5025,,1100132,66726
601.51685,,609855,119827
601.56153,,650958,126511
601.6763,,920163,71630
601.723,,1106258,58683
601.74643,,978697,72506
601.7958,,1853687,55170
601.81423,,1340655,66932
601.84151,,815142,59653
601.85365,,1022369,47346
601.90265,,1216334,49004
601.92275,,1066823,66067
601.96475,,847416,95809
601.98994,,733838,65975
602.01702,,831204,67411
602.07751,,1296654,52147
602.16739,,982444,67972
602.22354,,1203159,61674
602.24589,,1339342,38825
602.28565,,1434175,46130
602.3073,,1164472,83288
602.33064,,2212911,64548
602.34248,,1342122,81464
602.39391,,1679383,48170
602.40614,,910738,56961
602.52834,,726980,50469
602.5602,,986201,44373
602.58585,,694159,96094
602.65283,,737270,79559
602.74319,,1067540,64084
602.79235,,5812866,47665
602.80708,,7299708,53123
602.91319,,1219797,51073
602.96432,,1635073,41333
603.0646,,990876,78736
603.08388,,791189,107170
603.18422,,824175,70184
603.21817,,1028498,37671
603.25671,,921428,56191
603.28163,,1378122,62963
603.31143,,1231167,67832
603.36166,,1400493,64845
603.37988,,1436581,55227
603.4028,,1538589,52141
603.42052,,821590,75831
603.45563,,941161,47946
603.48603,,607614,127580
603.56076,,1257057,47512
603.58137,,872922,77940
603.61205,,797647,101893
603.63303,,992071,61644
603.6571,,1107774,72397
603.76163,,1253654,63250
603.79372,,1779210,63108
603.81632,,1572034,43988
603.84683,,804134,49564
603.86887,,980846,77719
603.89328,,816997,106417
603.97169,,963687,51857
603.99171,,692656,53467
604.09473,,1277849,58366
604.12394,,989422,45487
604.18211,,1665977,40094
604.22055,,1372778,60823
604.25247,,945118,92076
604.26707,,1053465,50834
604.28472,,1221842,48917
604.33591,,1206079,32834
604.35838,,826934,81791
604.37377,,745777,117409
604.40091,,950695,91364
604.42045,,888223,45091
604.4494,,649812,55508
604.546,,1119792,59678
604.55251,,965165,61421
604.58711,,1126785,35844
604.61007,,1066488,38273
604.79077,,2360212,48862
604.80595,,1502991,47200
604.88066,,1079795,74839
604.92872,,1402721,43567
604.97679,,807439,88561
605.02497,,1044029,66936
605.0557,,873073,70514
605.09544,,838627,71053
605.14068,,992017,43621
605.30338,,1201813,49333
605.33973,,1538247,60984
605.35516,,1295937,67365
605.37551,,1197625,74779
605.39081,,676852,73462
605.41475,,894507,91164
605.4517,,1061789,62286
605.4771,,622388,110265
605.4919,,647374,134793
605.53297,,667822,46601
605.56127,,621268,99916
605.60011,,767909,103577
605.61637,,736223,78656
605.66597,,717965,88595
605.67839,,721352,75864
605.7204,,758553,63255
605.7412,,692177,63129
605.76677,,615976,150130
605.78489,,600033,151204
605.80449,,663898,125311
605.81681,,774101,100454
605.90986,,997170,58702
605.9673,,935773,77991
605.97784,,871001,72136
606.01475,,1120971,66366
606.08337,,844145,72818
606.09727,,635644,40312
606.11757,,748004,70136
606.15422,,794775,98614
606.2064,,1375940,47467
606.2266,,790460,47189
606.26157,,1230191,74959
606.30395,,1253215,69842
606.33817,,1227282,41402
606.35779,,1893451,42260
606.38087,,945859,86742
606.39572,,1361341,64956
606.41269,,1188662,70717
606.43755,,765485,100348
606.4875,,971162,77712
606.54001,,640839,150046
606.63608,,868387,77449
606.67199,,1065814,69441
606.72403,,1142339,58641
606.77498,,1064464,40789
606.80234,,1103141,58823
606.8211,,709599,108394
606.84143,,663831,142760
606.8686,,681037,116718
606.9281,,667559,64469
606.94094,,714162,30981
607.00243,,723099,79917
607.02536,,775219,68130
607.12694,,1318253,44697
607.14714,,903718,40558
607.16655,,657855,69236
607.24914,,1065216,58197
607.27071,,1030008,91606
607.29469,,956207,67327
607.33671,,2207456,46451
607.35901,,1155031,61321
607.38937,,1009356,89612
607.44112,,1093945,67073
607.53533,,1025046,48635
607.60347,,1170909,32354
607.62723,,792500,66862
607.65377,,1255275,63352
607.73094,,852718,48614
607.77294,,1498559,44259
607.79834,,896885,50667
607.83991,,1132262,38156
607.91436,,1013579,65433
608.00049,,1262699,63830
608.05688,,1170838,43020
608.1268,,784188,95068
608.15199,,1013331,37330
608.23088,,947350,63671
608.27574,,1096197,48835
608.30097,,1283452,65752
608.31821,,1009910,88025
608.3653,,1497701,52904
608.37884,,844512,103679
608.42108,,1081040,70223
608.43552,,735179,76297
608.45185,,781381,90434
608.47501,,1087549,62213
608.55029,,1345377,43671
608.57908,,792215,90234
608.59622,,622032,146837
608.62249,,817734,44460
608.63237,,799491,59745
608.70039,,609034,86153
608.7207,,742658,53547
608.73827,,877404,84814
608.75279,,637143,166287
608.81563,,670880,105131
608.82601,,775612,67116
608.86485,,833518,51891
608.93243,,761110,72698
609.03016,,1228658,59744
609.05522,,1368169,42821
609.09024,,930076,78582
609.10643,,1002838,74231
609.1292,,1170766,59432
609.17407,,1145406,77435
609.21896,,1084397,53825
609.33807,,1915778,47691
609.36629,,930552,70848
609.3832,,1316978,66120
609.44315,,975580,53074
609.53696,,1433722,36616
609.57929,,727211,76521
609.60006,,816035,89112
609.64307,,772100,48750
609.76168,,1295017,39945
609.7913,,1428702,58482
609.81003,,3892568,50322
609.86461,,883972,68505
609.91307,,698354,113579
609.95109,,775716,86846
610.0214,,771947,46434
610.14585,,1192670,72477
610.16336,,1373785,45438
610.1915,,1094670,38933
610.20846,,1484872,53673
610.25323,,1123000,79942
610.26795,,1276339,80223
610.29426,,1112105,82530
610.3337,,1304219,69599
610.37177,,1372301,53293
610.43419,,943863,70085
610.46904,,929995,50230
610.50474,,833054,86572
610.65678,,879080,71766
610.72984,,1343822,29997
610.74377,,1258761,47876
610.7706,,914431,52978
610.7953,,681590,99902
610.80977,,694961,92387
610.84076,,896103,83448
610.93183,,1277062,51558
611.03416,,1400034,40363
611.0558,,1049178,37941
611.08417,,1420880,45566
611.13411,,690239,88070
611.16327,,761460,78462
611.22216,,758303,91255
611.24776,,735830,85992
611.32457,,1444411,62075
611.40548,,1080863,70357
611.45029,,1336207,53671
611.48075,,1315588,38673
611.50991,,843642,89103
611.52472,,1073909,55595
611.59449,,1301596,72147
611.61466,,1015509,79356
611.62798,,928913,54579
611.68815,,1473339,39483
611.71754,,1036465,47860
611.76611,,884576,64211
611.78043,,927259,94594
611.80706,,1308434,63663
611.85626,,1133953,48483
611.88729,,908534,79390
611.90781,,1030191,42420
611.96185,,793052,92405
612.07821,,1437875,41848
612.09592,,957037,44661
612.12976,,1760545,50346
612.17432,,1045842,63002
612.22277,,1479233,35402
612.27237,,899888,63980
612.33235,,1478940,39470
612.34964,,1002197,54371
612.40064,,867651,81970
612.48627,,903398,58228
612.56009,,623885,114230
612.59968,,691199,133481
612.74365,,1320077,52431
612.76958,,997445,38804
612.80896,,1338039,50977
612.8569,,945446,39553
612.95383,,1371333,34014
613.0071,,1399283,42138
613.11919,,1141389,43538
613.20806,,1288943,32775
613.24662,,1538402,39520
613.26935,,1422554,41937
613.29825,,1560465,64980
613.37011,,1527800,41996
613.39023,,1062321,47952
613.40418,,1190444,39436
613.43112,,756387,80253
613.46355,,790873,102888
613.54613,,885564,83416
613.60823,,1247528,67656
613.66561,,746580,99003
613.69231,,826507,101511
613.70601,,954246,80489
613.74584,,941241,59817
613.7903,,975018,57371
613.84787,,1034071,82963
613.90833,,840835,68630
613.96331,,706352,60976
613.99998,,1426404,41088
614.06567,,723854,118292
614.08166,,779433,60255
614.21496,,1012829,47494
614.24187,,1257940,49001
614.32601,,1661880,51443
614.36025,,899436,63122
614.39112,,887010,82464
614.46897,,938889,67851
614.48508,,1155971,58493
614.55553,,1272620,51614
614.56602,,959321,38848
614.60242,,1062236,61572
614.68082,,1704515,38409
614.73822,,862000,69932
614.75593,,802602,70337
614.76972,,1142950,64537
614.78723,,886816,80267
614.8029,,951739,38890
614.81713,,853334,49127
614.86093,,826632,86022
614.93799,,740879,68101
614.98003,,901153,57835
614.99195,,1077469,64778
615.00711,,1388376,52061
615.04493,,819020,57670
615.08089,,976192,57455
615.15511,,884264,49548
615.19399,,930268,52311
615.21581,,1168085,30691
615.3617,,1293926,61585
615.38056,,2130591,36455
615.43379,,851982,83113
615.49498,,1135163,54958
615.54984,,864041,93833
615.56756,,950787,54870
615.58754,,733853,81817
615.59907,,858841,67469
615.71488,,1332917,52058
615.74424,,772203,108785
615.76005,,870950,76470
615.78683,,796894,81645
615.85759,,895943,92929
615.90532,,1038520,62467
615.94272,,1055212,59439
615.9991,,806682,96819
616.11826,,1574773,43376
616.14901,,1076843,43711
616.18771,,737855,64109
616.21211,,876631,68318
616.34957,,1357356,31969
616.37876,,1340707,60380
616.41837,,1255319,61395
616.53492,,1310210,29780
616.70231,,1382206,40468
616.76471,,1441067,76789
616.78065,,1447206,52090
616.80557,,981470,52291
616.83689,,744581,48809
616.87366,,811978,79765
616.91873,,1184764,58285
616.93782,,957942,60018
616.95596,,1103344,68907
616.98098,,798057,81371
617.0389,,889303,87008
617.05561,,1156690,67193
617.07833,,715787,91161
617.10059,,657476,109702
617.20572,,1280676,61630
617.25365,,1137238,52279
617.28738,,1115211,57431
617.34242,,1244219,57333
617.37895,,1397231,67264
617.42745,,1061409,61459
617.46035,,814679,74884
617.51781,,1035718,63969
617.54594,,1218493,62150
617.56149,,1220920,60585
617.62611,,840677,82111
617.73935,,1700739,45875
617.7671,,854555,35826
617.79522,,1033459,37243
617.82325,,900715,78213
617.86089,,795295,68592
617.9085,,695057,90094
617.99133,,789753,53495
618.01909,,676656,94526
618.13552,,1604750,36394
618.18708,,942975,52941
618.26954,,1209319,36171
618.29055,,1343585,32484
618.34756,,1956944,42243
618.38488,,730341,61008
618.40838,,1060670,54596
618.43152,,1068312,39385
618.47797,,806442,75042
618.49395,,972326,77446
618.5125,,877600,45865
618.53426,,599450,205421
618.56288,,660369,108630
618.57557,,702350,104291
618.59632,,622696,51654
618.61959,,696449,130272
618.67821,,782960,105224
618.76234,,1879256,61117
618.77714,,814804,111929
618.80009,,687950,107712
618.83896,,941954,66973
618.90621,,1062767,59729
618.92472,,801258,57005
618.97035,,783453,62779
618.99213,,905559,72681
619.00601,,664659,95734
619.11942,,1131187,50919
619.18599,,863168,46736
619.24083,,922992,45173
619.27246,,987336,64964
619.29139,,1105091,68827
619.35736,,1513136,50285
619.38265,,895401,57385
619.43187,,922459,51164
619.48102,,1194893,62732
619.50464,,854343,48045
619.51989,,1323906,71614
619.54199,,1249852,45684
619.56344,,787319,88394
619.57641,,840051,72035
619.64122,,851713,47849
619.65634,,913437,47424
619.67201,,808153,99385
619.71589,,908044,74843
619.743,,826181,70080
619.78917,,912632,56710
619.82621,,606350,112661
619.91659,,890005,86344
619.95372,,679340,55881
619.9647,,806248,50984
619.97846,,1202629,54289
620.02236,,832697,42580
620.10017,,852196,82228
620.14505,,1024215,54078
620.16419,,894034,64066
620.21831,,842884,58143
620.32611,,1015303,32427
620.37252,,1247131,66440
620.41714,,840847,77246
620.43771,,1106057,70451
620.47416,,836927,71915
620.52132,,816883,88160
620.56266,,950120,67553
620.65973,,837775,65748
620.67679,,807946,68574
620.70116,,1147076,59468
620.74412,,801592,65870
620.75803,,743797,95256
620.78876,,966061,90084
620.82615,,860963,100747
620.91648,,1089228,44578
620.95679,,814977,96206
621.00892,,1060404,62195
621.03254,,862446,62171
621.0527,,906536,59109
621.11011,,875097,40319
621.12399,,751974,60505
621.13736,,847218,42886
621.22047,,1476797,58905
621.24107,,827832,102404
621.25538,,1052404,65866
621.27126,,1033776,58445
621.35233,,1684892,44565
621.41451,,1652108,48822
621.4434,,726917,114643
621.4731,,862077,65122
621.5093,,852596,72259
621.54818,,882123,60579
621.55441,,888169,78372
621.62331,,729208,68013
621.63489,,718165,78145
621.67125,,838220,85044
621.729,,967101,55671
621.79836,,1014572,74466
621.81278,,894184,73601
621.85751,,641149,51992
621.91471,,969744,61295
621.94987,,845095,48236
621.99598,,1172923,60380
622.0499,,939182,30089
622.06978,,991401,32995
622.14024,,640760,100678
622.15906,,825620,86242
622.23482,,802433,60377
622.2586,,901692,89104
622.29469,,1386931,67017
622.30945,,960688,89323
622.34632,,1049639,62970
622.39516,,2052891,54186
622.43005,,875987,51113
622.49347,,932356,54665
622.50834,,866048,58814
622.52586,,854140,60155
622.55474,,901237,93801
622.58319,,624830,73166
622.69137,,1001941,77168
622.70475,,658514,118189
622.74513,,1167688,63187
622.86884,,1138188,40296
622.91009,,992162,57258
622.94114,,1088475,58457
623.0137,,699210,63896
623.02229,,648328,104382
623.06964,,832734,57727
623.10769,,937461,59673
623.12366,,650993,88186
623.18344,,844068,86629
623.21629,,1100380,75414
623.25186,,1064148,71874
623.3123,,1344967,64904
623.39253,,1146292,69108
623.40986,,1401009,53162
623.43865,,1287210,54211
623.47116,,913699,65077
623.50813,,1056667,35635
623.53343,,1339157,64605
623.54635,,707026,84534
623.6211,,818914,39338
623.65732,,1365498,41611
623.67406,,656726,59318
623.70579,,1149039,58918
623.72085,,1375596,53774
623.74841,,742694,98387
623.79367,,817116,88736
623.81835,,930646,62850
623.91501,,1482946,43847
623.99196,,758961,73228
624.047,,1199909,59940
624.08072,,861982,43858
624.09451,,814715,49243
624.11152,,812055,110284
624.12382,,943125,87688
624.24393,,901948,64400
624.27856,,1274164,41365
624.29743,,1047664,62639
624.34963,,1373798,67647
624.36508,,949794,69334
624.38145,,1119391,48443
624.39168,,1105469,41610
624.41089,,1370713,57846
624.42648,,1148117,46304
624.44721,,976241,52783
624.47027,,929548,60684
624.58337,,1604341,36077
624.66037,,827813,89615
624.67395,,822307,83494
624.70733,,968732,48565
624.79933,,1260297,55373
624.91807,,1859121,34168
624.93923,,726317,73424
624.99521,,845922,78863
625.05096,,925719,41258
625.06532,,921300,49232
625.0822,,874961,94352
625.16705,,1537216,36099
625.23323,,993587,78875
625.24636,,671665,124190
625.26592,,817453,67191
625.30931,,1314725,65647
625.36622,,1110298,68246
625.4045,,1116179,84982
625.4378,,1110092,32073
625.45851,,888392,77595
625.53864,,1123769,45187
625.56953,,1286451,49968
625.60455,,1162221,65795
625.69273,,1606140,29960
625.7564,,907216,64721
625.85677,,892542,65057
625.87028,,1047163,32352
625.95496,,903724,61739
626.00781,,1127266,38164
626.02021,,961536,45024
626.07109,,1411991,52716
626.11942,,1135182,47684
626.19387,,1271681,46482
626.20305,,1260543,50437
626.21509,,753109,45808
626.22717,,743835,52353
626.24154,,838713,41429
626.25245,,855862,73839
626.27141,,942835,47171
626.30595,,751725,115118
626.32978,,1002601,69959
626.34181,,793191,57737
626.36704,,1689826,67662
626.52392,,1069767,68525
626.54232,,1086788,49858
626.56782,,1057792,42682
626.59782,,1106875,52599
626.64632,,653362,74144
626.69506,,893482,71008
626.7263,,790821,99438
626.78052,,701116,67985
626.79746,,945817,67279
626.82284,,673365,90455
626.8488,,627633,109025
626.87307,,1182605,47897
626.95295,,811167,51865
627.05036,,1017135,60832
627.10318,,842999,25071
627.12853,,822691,32687
627.14804,,1550688,50936
627.18506,,1108186,45951
627.20682,,1423958,45759
627.22437,,759827,72717
627.28816,,1542729,59564
627.32169,,868356,60229
627.3543,,849279,65740
627.37606,,1007164,72190
627.41663,,691285,58582
627.45948,,880623,77824
627.48417,,803883,104948
627.54658,,1144225,70358
627.56591,,1037854,49233
627.59536,,964442,66588
627.61909,,777142,49565
627.63166,,766068,44704
627.66956,,851086,106091
627.69737,,971274,67641
627.72265,,749446,91546
627.8536,,1220595,33765
627.95044,,793189,100060
627.97247,,962914,51180
627.98772,,1127327,38199
628.0572,,725569,57022
628.06663,,899604,55175
628.09853,,1208752,41733
628.12364,,1068364,65521
628.26477,,1164248,38705
628.31378,,1075441,51008
628.3479,,1332781,62970
628.36383,,1322218,40679
628.50913,,968599,41178
628.53251,,1017363,38670
628.56184,,1029775,66777
628.58266,,1307469,43777
628.60737,,666313,69429
628.62279,,914183,69992
628.69754,,972157,61843
628.7892,,988274,88015
628.812,,1278063,52410
628.84699,,1327594,44571
628.86208,,1131368,51334
629.03283,,1131923,52508
629.06457,,850191,57972
629.08056,,1133965,41758
629.14035,,814469,64657
629.16336,,1159426,46823
629.1828,,1311552,53545
629.22139,,1081659,62320
629.30934,,1098993,38806
629.33902,,1809069,39313
629.41802,,1473956,40168
629.44826,,935393,70564
629.49225,,886427,92362
629.57526,,1222706,36532
629.63878,,983051,55609
629.6552,,808585,91929
629.67283,,1051271,70318
629.73652,,1011328,63653
629.76602,,1060029,38173
629.7964,,890041,69272
629.82321,,790390,78151
629.86212,,859186,56839
629.88295,,674672,89816
629.92747,,645355,103607
629.93983,,783274,54120
629.97571,,728614,87015
630.00203,,688355,103827
630.02201,,675297,97405
630.04129,,792287,71006
630.05752,,544078,121641
630.14139,,914837,68313
630.20281,,737583,43887
630.24794,,997322,78283
630.28194,,925031,48168
630.3355,,1240257,57525
630.37154,,1365182,54918
630.40707,,776250,65152
630.44786,,785175,46527
630.49217,,823858,87910
630.53449,,751278,101603
630.54617,,748909,95273
630.57841,,835498,86274
630.59624,,887465,63686
630.62593,,720710,73442
630.70584,,793311,63078
630.73465,,899356,71229
630.76233,,963977,33647
630.81412,,1314325,62398
630.86349,,1611281,45151
630.96345,,1194824,45487
631.04893,,895809,52544
631.12079,,1057851,44819
631.20368,,763380,74322
631.25612,,1158896,63927
631.2733,,1089135,66488
631.31971,,965675,49915
631.40659,,1068900,69383
631.46576,,1110336,33857
631.54669,,865178,61666
631.55814,,663673,63377
631.66196,,1065298,64698
631.70109,,1155023,66916
631.72543,,705358,52853
631.76529,,1520331,58084
631.79648,,1082121,50421
631.87436,,1287748,53030
631.91345,,892289,38421
631.9321,,861408,39865
631.97737,,898813,59032
632.01396,,963259,58228
632.04173,,1067865,38402
632.15523,,867250,67264
632.22799,,1295790,51740
632.25063,,1019693,54289
632.27781,,1305643,59621
632.31591,,1628329,60408
632.33273,,938792,71464
632.34909,,1260967,58971
632.37957,,1261094,56289
632.40891,,1267620,45814
632.46281,,1029793,59186
632.51688,,1164510,58810
632.61439,,1154841,60291
632.65885,,1287831,49674
632.70282,,1581525,34958
632.84479,,1252015,31680
632.89301,,805389,58839
632.90726,,1089100,54296
632.92857,,864011,58649
632.96111,,1167626,65277
633.00257,,942888,39015
633.08693,,1259781,65281
633.13464,,1050371,70352
633.21229,,1443392,38301
633.25564,,1046271,67862
633.29011,,963070,72801
633.37668,,1303803,43229
633.41757,,1034106,73367
633.45322,,1002041,50296
633.48087,,1264952,40752
633.53666,,926006,68854
633.59197,,1079189,36731
633.64616,,710515,92139
633.66966,,598515,203031
633.69747,,718258,80116
633.75983,,1160241,45105
633.79051,,791696,53535
633.81016,,799440,59039
633.86496,,928110,57169
633.89484,,898286,82883
