m/z,z,I,Res.
59.61583,,619007,437109
59.61604,,691196,853380
59.61619,,771018,777194
59.61642,,583012,429722
59.61658,,774193,309855
59.6178,,695932,640487
59.61851,,1101410,428527
59.61878,,670912,529155
59.61899,,632741,731011
59.61931,,704890,835939
59.62,,655058,823616
59.62037,,999729,591893
59.62077,,688419,706832
59.62137,,983900,405478
59.62153,,765970,554938
59.6221,,821023,699490
59.62229,,821072,431560
59.62242,,837550,345162
59.62256,,607645,817235
59.6235,,798261,503416
59.62368,,927891,465307
59.6241,,1210123,507848
59.62484,,1020690,687354
59.62561,,1105316,352181
59.6258,,747294,661672
59.62611,,1035058,583811
59.62678,,964907,455870
59.62726,,815953,465690
59.62765,,686196,691794
59.62797,,687969,619933
59.6282,,605283,697077
59.62875,,843516,431863
59.62923,,679914,383065
59.62992,,815775,608091
59.6301,,594064,1135921
59.63028,,636494,533250
59.63041,,570555,657681
59.63068,,683439,504424
59.63099,,737624,768786
59.63126,,644811,449830
59.63339,,1342269,583240
59.63355,,730114,780984
59.63383,,688357,744878
59.63452,,921534,634228
59.63475,,639889,603290
59.63507,,676188,1066535
59.63638,,581572,668043
59.63678,,678354,761868
59.63695,,744489,420661
59.6372,,865275,498483
59.6374,,973318,511756
59.63785,,1181453,333157
59.6384,,870873,397577
59.63912,,821713,581127
59.6393,,588723,935977
59.6397,,563171,1092625
59.64038,,585416,727314
59.64186,,740193,643640
59.64209,,845824,530340
59.64224,,600122,702584
59.64274,,919027,595944
59.64321,,761026,479408
59.64376,,677057,656117
59.64394,,613849,525866
59.6444,,757405,570881
59.64457,,668255,443707
59.64466,,648624,387560
59.64487,,543658,458061
59.64516,,793899,532871
59.64539,,864399,541573
59.64702,,829198,657231
59.6482,,829871,409850
59.6494,,784942,957225
59.64954,,779481,658983
59.64987,,687594,472524
59.65005,,1011106,285563
59.65032,,628477,692187
59.65051,,614075,895939
59.65091,,658798,824586
59.65122,,916941,427666
59.65202,,645378,714168
59.6525,,859440,476052
59.65288,,637136,684553
59.65549,,737762,627262
59.65567,,742168,539415
59.6569,,681848,561534
59.65813,,915217,485349
59.65905,,656133,744478
59.66012,,1271904,428289
59.66048,,750352,439405
59.66065,,637990,1007446
59.66083,,753404,489104
59.66119,,780919,814059
59.6615,,673985,457282
59.66168,,598933,510507
59.66204,,705799,524716
59.66251,,736951,589104
59.6627,,741382,520249
59.66389,,553610,890726
59.6658,,915802,437112
59.6659,,770382,366529
59.66605,,854333,398153
59.66658,,664086,475737
59.66698,,578604,944448
59.66715,,636248,604368
59.6679,,713802,700970
59.66821,,641574,850735
59.66845,,818262,400015
59.66888,,737186,588513
59.66981,,705340,506539
59.66999,,745249,452856
59.67079,,778748,526155
59.67141,,788085,389060
59.67246,,742434,543472
59.67257,,1057108,405138
59.67286,,949134,553014
59.67347,,737119,488098
59.67358,,621882,772541
59.67414,,725623,603481
59.67481,,731374,752131
59.67556,,702526,390648
59.67572,,623626,487872
59.67664,,734497,507493
59.67691,,790727,552706
59.6772,,670684,470872
59.67776,,764551,802498
59.67827,,859707,379645
59.67856,,757425,624608
59.67904,,728198,417274
59.67932,,724161,617525
59.67977,,620497,698232
59.68038,,716955,745282
59.68067,,635466,579044
59.68094,,647051,864411
59.68107,,711289,838453
59.68152,,734152,437586
59.68187,,890362,380306
59.68258,,693605,470171
59.68278,,839139,712959
59.68323,,755766,343037
59.68343,,647969,475597
59.6836,,856673,499396
59.68388,,786323,702414
59.68439,,839993,597407
59.68501,,713178,538418
59.68573,,564023,754131
59.68632,,775197,583969
59.68676,,681189,568085
59.68716,,615256,949165
59.68756,,730132,706186
59.68807,,818862,330459
59.68856,,866021,550701
59.6895,,779836,555479
59.68995,,787302,504378
59.69041,,702646,438751
59.69056,,829690,528667
59.69088,,602930,764640
59.69116,,913361,496086
59.69142,,672614,946668
59.69178,,619291,586493
59.69282,,1322827,413508
59.69298,,661090,798320
59.6937,,795999,455058
59.69395,,1103074,608695
59.69479,,906513,321909
59.6952,,810116,502788
59.6959,,1042886,443251
59.69631,,692205,588744
59.69689,,586433,1086045
59.69766,,1015114,527120
59.69804,,579169,1031962
59.69828,,613361,699031
59.69968,,605671,682665
59.70048,,649700,615020
59.70076,,698462,563954
59.7011,,756862,394485
59.70121,,753825,528019
59.70145,,793924,489917
59.70215,,594314,1076230
59.70247,,699343,632601
59.70266,,580951,1033007
59.70295,,606121,672172
59.70324,,831301,329610
59.70356,,681065,561229
59.70369,,680618,677193
59.70415,,743735,508562
59.70444,,653331,751078
59.70508,,717504,553523
59.70518,,684288,589454
59.7059,,737135,823024
59.7062,,581559,851722
59.70645,,720608,573971
59.70663,,651007,541434
59.70686,,562697,887943
59.70721,,655382,312113
59.70784,,1055585,516630
59.70857,,711024,640717
59.70948,,1058676,416997
59.71152,,932259,451274
59.71174,,759442,718891
59.71345,,787424,513293
59.7136,,1160652,248876
59.71405,,605879,713324
59.71485,,1165623,362398
59.71548,,771932,483279
59.71565,,789296,501768
59.71658,,901352,508738
59.71704,,751996,715814
59.71736,,572150,624424
59.71778,,891649,681874
59.71821,,698439,616265
59.71841,,1024363,532310
59.7187,,610225,678739
59.71904,,967026,680747
59.72019,,1072082,556710
59.72063,,948316,401174
59.72099,,752094,372065
59.7214,,1051107,400477
59.72289,,871948,628384
59.72315,,622200,929430
59.72347,,908553,555884
59.72378,,616124,702345
59.72458,,834995,427097
59.72501,,840999,588168
59.72516,,822592,732700
59.72539,,747730,571801
59.72559,,559478,731528
59.72625,,1240867,522073
59.72643,,851352,661491
59.72672,,570078,814092
59.72766,,731415,639501
59.72792,,794321,423813
59.72835,,712830,574919
59.72923,,617569,838493
59.7295,,556960,571236
59.72994,,813571,451695
59.73012,,787827,290508
59.73101,,679293,581632
59.73108,,676259,919757
59.73124,,734891,787628
59.73137,,674623,619223
59.73173,,801101,663657
59.73234,,746710,785430
59.73263,,588721,533481
59.73302,,606002,955065
59.73368,,590767,938463
59.73495,,646700,697244
59.73515,,702520,622285
59.73565,,690830,731458
59.73606,,546852,997426
59.73674,,874073,620338
59.73697,,669903,701358
59.73742,,656968,757153
59.73777,,697721,791263
59.73823,,638426,792037
59.73851,,631055,985902
59.73865,,648134,741994
59.73897,,851248,571368
59.73915,,606669,507541
59.73929,,808868,267076
59.73949,,713389,397091
59.74045,,660361,454679
59.74138,,1005001,531666
59.74156,,979214,652500
59.74186,,876604,590936
59.74218,,642765,669392
59.7425,,778244,532489
59.74267,,742335,850078
59.74282,,566770,966185
59.74316,,715630,542393
59.74381,,620445,895041
59.74419,,647371,727877
59.74458,,628805,637185
59.74474,,749762,655652
59.74557,,597954,1087465
59.74569,,890730,705927
59.74644,,772005,708004
59.74759,,622898,528799
59.74769,,619351,510852
59.7482,,984165,356020
59.74857,,633532,624666
59.7494,,761901,833893
59.74959,,558324,458169
59.75144,,678691,474828
59.75159,,609421,407483
59.75229,,695716,678533
59.75263,,662349,789320
59.75315,,1059344,443513
59.75337,,629306,458011
59.75352,,684653,366707
59.75389,,660551,600412
59.754,,766010,415881
59.75436,,764073,398807
59.75468,,578310,499448
59.75487,,731649,720902
59.75596,,759540,613614
59.75655,,676132,355005
59.7569,,621393,872879
59.75721,,695258,584585
59.75766,,729917,843147
59.75779,,627598,838759
59.758,,674262,694766
59.75886,,564619,693972
59.75951,,626003,773623
59.76013,,1009943,548050
59.76047,,995093,352581
59.76079,,591063,1018203
59.76132,,809577,439493
59.76169,,569474,562521
59.7621,,612269,828572
59.7631,,789314,904939
59.76324,,634409,940970
59.76344,,783570,756844
59.76447,,581252,804571
59.76545,,588765,977875
59.76598,,711158,755604
59.76643,,636293,434428
59.76709,,688444,685498
59.76721,,930856,337468
59.76734,,880763,488889
59.76764,,869504,465262
59.76804,,857909,398951
59.76826,,775164,400702
59.76871,,655809,327180
59.76892,,736372,475476
59.76926,,649313,649766
59.76943,,756196,741155
59.76963,,718553,339085
59.76973,,655256,574745
59.76996,,660164,551160
59.7707,,681867,736022
59.77118,,1324841,471248
59.77144,,580591,485526
59.77168,,955889,495255
59.77307,,951201,706500
59.7735,,553524,392039
59.77471,,578725,849368
59.77513,,702952,744801
59.77545,,760741,810894
59.77646,,995609,321483
59.77671,,838392,425329
59.77736,,675964,884073
59.77795,,765550,528628
59.7784,,710099,453370
59.77866,,628449,723638
59.7793,,942884,574567
59.78004,,1027770,446854
59.78022,,840378,654980
59.78064,,618005,597808
59.78131,,801386,433009
59.78161,,718244,420202
59.7821,,669156,605237
59.78249,,628071,576758
59.78294,,874502,427343
59.78327,,655269,873859
59.7838,,967803,430607
59.78435,,699544,753747
59.78457,,574481,956267
59.78483,,692716,857864
59.78545,,838369,640797
59.78594,,753617,401531
59.78632,,785660,428322
59.78664,,646785,810261
59.78694,,698476,501528
59.78741,,635771,380289
59.78757,,650868,696703
59.78791,,738826,555118
59.78872,,573487,760397
59.78885,,653794,858737
59.78939,,596537,737190
59.79004,,1031143,506971
59.79074,,621791,925353
59.79094,,646314,839401
59.79275,,743379,562731
59.79316,,781151,677657
59.79355,,754621,549167
59.79382,,767889,706398
59.7946,,1060073,388359
59.79471,,894707,569558
59.79532,,801996,694202
59.7961,,943350,458157
59.79642,,1221488,441372
59.79666,,1009557,493540
59.79696,,611577,494139
59.79731,,709427,275964
59.79753,,634461,784115
59.79769,,631782,753604
59.7979,,738538,519926
59.79844,,701579,753281
59.79894,,906339,420523
59.79948,,689254,494892
59.80018,,646249,599833
59.8008,,876054,374198
59.80146,,700920,567186
59.80176,,939656,484563
59.80228,,956030,606559
59.80247,,597337,654915
59.80265,,832250,642991
59.80301,,561233,1000428
59.80371,,577539,456208
59.80402,,712750,967519
59.80428,,736926,776580
59.80468,,673273,444999
59.80526,,676880,515818
59.80548,,631795,1102958
59.80608,,974639,313640
59.80632,,585213,719883
59.80724,,1064388,522602
59.80747,,629781,537178
59.80857,,708030,943310
59.80917,,944778,471309
59.80924,,962672,440711
59.80951,,973735,509261
59.81015,,665261,782266
59.81037,,639090,801112
59.81073,,790190,538764
59.81097,,647028,748176
59.81153,,914909,677060
59.81187,,953955,546621
59.81327,,837300,517395
59.81406,,667832,558073
59.81475,,601968,749737
59.81563,,768688,751568
59.81657,,662135,892265
59.81743,,800098,508540
59.81819,,705763,328126
59.81852,,695400,638263
59.81886,,598025,710538
59.81947,,722492,389614
59.81957,,790057,478390
59.81975,,887727,574514
59.82068,,961853,416414
59.82138,,641258,482087
59.82148,,679856,552983
59.82182,,887372,536658
59.82206,,611077,326282
59.82242,,645683,812860
59.82285,,781722,711581
59.82379,,867948,565087
59.82406,,619693,1122502
59.82499,,817308,484852
59.82581,,664122,391837
59.826,,1089658,408702
59.82623,,675347,509431
59.82722,,769895,609757
59.82775,,617050,490066
59.82869,,1132555,480131
59.82945,,880960,690761
59.82962,,744653,666626
59.8299,,921329,554219
59.83021,,640856,766992
59.83062,,654038,728783
59.83133,,689942,848069
59.83149,,795549,561238
59.832,,700425,907782
59.8322,,662654,564742
59.8329,,624675,551424
59.83305,,792541,710875
59.8332,,716011,735319
59.83358,,843661,521857
59.835,,735284,767155
59.83552,,832947,573428
59.83576,,612425,611367
59.83625,,730285,485896
59.83709,,636549,925300
59.83767,,747975,738689
59.838,,738029,577282
59.83879,,654865,741152
59.8391,,779199,345211
59.83942,,878924,548609
59.83993,,712379,629700
59.84067,,732006,528595
59.84075,,669551,456719
59.84099,,688667,840090
59.84189,,989682,503724
59.84242,,727336,780821
59.84272,,632507,726627
59.84289,,644382,842940
59.84318,,768620,644947
59.84334,,714578,829186
59.8435,,775628,636690
59.84365,,677280,849455
59.84485,,859861,447206
59.84551,,802412,442119
59.84566,,734298,386934
59.84604,,546224,491795
59.84618,,660670,413249
59.84671,,730308,739016
59.8475,,821995,641991
59.84801,,680132,845583
59.84818,,691605,675622
59.84863,,599116,456785
59.84925,,650125,719415
59.85018,,1291206,445310
59.85042,,801540,364843
59.85084,,992280,564735
59.85135,,870637,553031
59.85181,,633867,888143
59.85226,,672736,763359
59.85285,,871461,335160
59.85338,,956869,419228
59.85451,,932910,279200
59.85481,,665724,611439
59.85651,,644482,574677
59.8573,,649118,692058
59.85768,,788148,572278
59.85789,,622771,420469
59.85893,,704378,652706
59.85924,,733527,788985
59.85948,,770316,592773
59.85962,,587108,432873
59.86037,,797804,522397
59.86088,,652267,475745
59.8614,,989284,573589
59.86241,,820900,435399
59.8627,,626526,410818
59.86304,,827315,660706
59.86333,,571545,852526
59.8637,,704494,556764
59.86379,,611860,634438
59.86456,,659381,671125
59.86511,,1453203,429425
59.86534,,700571,820732
59.86636,,543393,986128
59.86682,,943430,564566
59.86795,,648958,481226
59.86841,,554405,946776
59.86907,,580056,979424
59.86926,,724589,388871
59.86945,,613524,1041582
59.87078,,854107,301811
59.87092,,797896,463185
59.87141,,663212,596564
59.87161,,819619,738631
59.87203,,1029219,424343
59.87232,,719527,524526
59.87347,,1103527,584688
59.8738,,1014330,561500
59.87423,,722607,553735
59.87455,,1066227,489956
59.87487,,662287,379871
59.87532,,798816,775790
59.87596,,724670,625583
59.87713,,734911,451353
59.8777,,617093,804537
59.87813,,611692,899282
59.87838,,610323,435253
59.87898,,857535,598601
59.88067,,1148761,370038
59.8809,,693334,652619
59.88123,,724249,431657
59.88182,,669235,868115
59.88221,,662989,916402
59.88251,,591737,747479
59.88299,,633915,859018
59.88321,,572298,675677
59.8834,,697654,464690
59.88397,,966833,708560
59.88478,,792911,537930
59.88561,,608540,745665
59.88606,,677930,925620
59.88655,,714532,752110
59.88672,,575634,922667
59.88708,,617070,619310
59.88775,,1069671,326026
59.88831,,657384,696914
59.88872,,720577,918074
59.88896,,856588,810321
59.88925,,666284,622533
59.89034,,652648,783731
59.89061,,926403,641256
59.89155,,703392,581038
59.89204,,792373,672926
59.89317,,899558,433805
59.89341,,865298,374570
59.89389,,599592,581712
59.89422,,905695,407296
59.89443,,739419,499936
59.89496,,907475,587285
59.89522,,684353,988157
59.89566,,792836,621194
59.8961,,830928,387650
59.89658,,708923,513572
59.89675,,647974,702644
59.89698,,741004,432034
59.89744,,694347,691407
59.8985,,829749,428545
59.89902,,956848,334111
59.89927,,880618,335470
59.90002,,507046,380671
59.90054,,1018258,606215
59.9007,,861752,688528
59.90088,,779893,551019
59.90136,,963317,308873
59.90223,,1128756,525226
59.9025,,898273,379338
59.90267,,932485,562017
59.90289,,632363,708443
59.90382,,644770,784343
59.90484,,859361,620400
59.90523,,766815,340784
59.90543,,664977,1098860
59.90557,,964591,702277
59.906,,1020281,519966
59.90649,,621908,670059
59.90691,,726098,832504
59.90723,,606554,689209
59.90761,,543453,371678
59.90788,,597092,942446
59.90882,,736764,573855
59.90929,,933409,544813
59.90949,,610259,780072
59.9098,,930282,616484
59.91021,,735414,559837
59.91047,,599401,1096669
59.91061,,721062,759503
59.91131,,1002548,409865
59.91144,,633536,498143
59.91188,,595408,938338
59.91218,,700585,598577
59.91253,,699365,616067
59.91315,,756883,581554
59.91339,,956890,455448
59.91371,,589965,493284
59.91423,,804396,503358
59.91451,,861008,390216
59.91572,,594738,563331
59.91608,,568811,670918
59.91622,,597899,609008
59.91643,,689459,535378
59.9167,,967871,595874
59.91737,,606094,852442
59.91752,,667297,502055
59.91784,,725700,705111
59.91825,,608962,822122
59.91894,,666770,516547
59.92028,,708018,625195
59.92056,,722007,509348
59.92089,,739668,420481
59.9216,,1040087,489971
59.92231,,1033310,369464
59.92309,,947341,477101
59.92337,,664237,673892
59.92364,,765296,607780
59.92426,,904163,489597
59.92437,,1012591,330468
59.92486,,576618,987615
59.92552,,718124,693478
59.92583,,765163,427280
59.92652,,600750,599890
59.92682,,658590,668992
59.92781,,1122258,455950
59.9285,,654607,733132
59.92921,,810780,518273
59.92959,,584253,825372
59.93016,,841802,432984
59.93097,,665053,452832
59.93148,,678664,643803
59.93172,,745593,472334
59.93175,,746384,607722
59.93192,,1009755,381052
59.93217,,679010,481194
59.93241,,680991,784689
59.93296,,835299,677311
59.93378,,627000,762210
59.93395,,721728,715404
59.93432,,682673,361777
59.93449,,939735,362674
59.93487,,998349,522640
59.93535,,903586,469581
59.93731,,629699,954569
59.93784,,773383,664587
59.9383,,829942,421830
59.93859,,916758,606163
59.9389,,697551,537376
59.93966,,903320,577505
59.94086,,1044030,561012
59.94113,,799203,485673
59.94137,,714758,845887
59.94162,,793401,594556
59.94243,,818522,412658
59.94288,,667760,807190
59.94333,,804868,379407
59.94356,,802449,375306
59.94384,,753478,445964
59.94506,,1070527,471548
59.94581,,795327,321461
59.94594,,737796,324241
59.94701,,961825,495177
59.94728,,805450,586612
59.94748,,768089,771755
59.94783,,1031508,584074
59.9482,,867527,464018
59.94874,,726879,793821
59.94903,,572780,1115316
59.94938,,782155,766465
59.95083,,1013453,387464
59.95145,,694159,314582
59.95187,,802052,543866
59.95251,,834398,545259
59.95273,,556718,614529
59.95299,,687336,745649
59.95328,,1099412,539522
59.95376,,775279,784405
59.9541,,943710,579888
59.95429,,1033337,519076
59.95475,,704479,733796
59.95499,,578859,499007
59.95582,,893489,460819
59.95605,,830063,608232
59.9565,,591185,1149679
59.9567,,716896,648669
59.95718,,590505,829274
59.95737,,866016,578965
59.9576,,627247,774239
59.95826,,564910,533921
59.95842,,1034280,572797
59.95868,,655135,658983
59.95904,,745335,338318
59.95935,,675050,794928
59.96024,,1189133,430387
59.96125,,692844,542793
59.9623,,815509,609106
59.96289,,858621,291913
59.96305,,877184,414044
59.96336,,563394,868958
59.96387,,679804,819337
59.96405,,605189,667482
59.96442,,652298,961827
59.96455,,726527,835397
59.96473,,569098,476275
59.96485,,683213,376034
59.96499,,830113,359726
59.96509,,648823,571193
59.96615,,863381,593931
59.96688,,684780,599073
59.96738,,672112,411959
59.96753,,575860,641423
59.96773,,571238,620758
59.96836,,777387,441528
59.9687,,785825,708038
59.96932,,935429,451985
59.96999,,677036,453988
59.97012,,643773,425608
59.97038,,591293,746067
59.9712,,577490,620189
59.97133,,836387,520250
59.97149,,732830,910622
59.97202,,898763,567996
59.97224,,688007,677126
59.97269,,738757,571065
59.97334,,731948,745263
59.974,,616126,396167
59.97465,,985882,328881
59.97527,,599371,460570
59.97586,,706594,725325
59.97605,,881275,702989
59.97655,,736412,480811
59.97686,,640135,786357
59.977,,569684,841741
59.97803,,595601,921253
59.97833,,635947,552173
59.97847,,739843,306768
59.97876,,604482,985510
59.97912,,912915,516739
59.9798,,1100869,597473
59.98026,,818519,560635
59.98135,,882437,346573
59.9823,,1572683,390802
59.98243,,1203704,529048
59.98257,,1700332,633836
59.98268,,1060710,787734
59.98325,,985376,416439
59.9839,,830387,644404
59.98403,,616330,665950
59.9842,,565435,1133407
59.98507,,779119,619898
59.98516,,836060,455135
59.9854,,555436,576333
59.98551,,615723,482425
59.98633,,870794,494396
59.98678,,889461,357317
59.98755,,679730,654542
59.98835,,566121,946213
59.98849,,559593,831437
59.98869,,665149,564491
59.98898,,623322,1157541
59.98923,,715046,420040
59.98937,,935225,518693
59.98953,,560459,1095570
59.98972,,774993,530161
59.99207,,954199,585421
59.99272,,882133,648509
59.99298,,674644,553860
59.99314,,915315,401638
59.99361,,849145,358959
59.99412,,536273,489034
59.99521,,718140,643213
59.99546,,987726,463677
59.99555,,907911,484733
59.99667,,670755,844464
59.99682,,645130,938198
59.99738,,633585,689688
59.9982,,585034,523618
59.99894,,709229,746259
59.99937,,915948,630122
59.99966,,675396,863535
59.99985,,594200,872787
60.00014,,610759,771773
60.00064,,568880,654665
60.00087,,597705,922122
60.00125,,717316,708114
60.00203,,803574,765374
60.00282,,730541,480769
60.00299,,548145,513539
60.00332,,575686,443856
60.00405,,741853,720468
60.00433,,682750,441230
60.00486,,593321,574467
60.00504,,971270,510878
60.00633,,744852,785314
60.00646,,696453,962906
60.00665,,580952,699993
60.00686,,600515,722450
60.00857,,603570,802165
60.00939,,792819,371182
60.00966,,642432,807294
60.01055,,640774,510978
60.01097,,758801,511065
60.01155,,997849,573905
60.01252,,750183,428819
60.0133,,756485,524383
60.01399,,641198,554750
60.01414,,885172,266930
60.01454,,676327,645535
60.01535,,853956,434111
60.01554,,741446,636430
60.01589,,891651,754486
60.01631,,1317730,527316
60.0167,,773954,813139
60.01733,,560226,970937
60.01801,,588566,634145
60.01813,,938716,521482
60.01846,,794588,543928
60.01929,,1137264,356362
60.01973,,874390,547235
60.0206,,686752,482369
60.02073,,592996,554282
60.02096,,1118515,450802
60.02171,,855235,345764
60.0219,,801059,462433
60.02208,,616923,388207
60.02283,,769102,626165
60.02326,,801961,722483
60.02415,,673201,526169
60.02443,,680035,628101
60.02462,,808491,703448
60.02498,,948512,461350
60.0259,,656737,652757
60.02608,,643654,685322
60.02674,,832085,527016
60.02751,,644692,559852
60.02793,,658549,517221
60.02883,,693053,551883
60.02912,,683858,591609
60.03045,,1067950,409256
60.03098,,1098436,456344
60.03172,,573250,671681
60.03207,,598463,641594
60.03229,,725419,645149
60.03271,,576648,886625
60.0331,,668565,766733
60.03391,,653220,552311
60.03419,,708486,854470
60.03434,,621279,865160
60.03487,,617983,671555
60.03565,,766248,630847
60.0371,,725544,483396
60.03732,,706321,752183
60.03791,,892750,452130
60.03815,,596603,717970
60.03832,,595123,825272
60.03898,,664677,594383
60.03911,,661858,728119
60.04108,,925940,498118
60.04157,,733223,428388
60.04236,,683756,701180
60.04307,,858852,741763
60.04323,,833392,753509
60.04354,,824977,492555
60.04374,,567111,699401
60.04435,,640851,558024
60.04473,,681132,536684
60.04491,,819755,767058
60.04588,,786844,632636
60.04636,,781358,682088
60.04729,,788390,612942
60.04753,,691126,775430
60.04808,,756080,570863
60.04848,,888765,471351
60.04882,,1101303,486429
60.04989,,627371,419790
60.05014,,794525,704650
60.05042,,1024599,429153
60.05166,,691768,616525
60.05252,,972300,655794
60.0528,,964730,530463
60.0531,,660846,772689
60.0539,,706859,483886
60.05562,,755934,653900
60.05575,,617033,473655
60.05612,,903528,611930
60.05716,,907824,588333
60.05748,,997223,467479
60.05797,,872333,357094
60.05808,,728098,943504
60.05824,,897206,587739
60.05837,,627594,595513
60.05855,,877829,553266
60.05892,,1049546,491537
60.05937,,646277,578835
60.06075,,666707,694897
60.06169,,622628,536406
60.06234,,821139,637806
60.06301,,713566,637752
60.06474,,766304,428138
60.06498,,562575,503120
60.06511,,718833,566355
60.06532,,1069898,471013
60.06581,,783947,644579
60.06724,,959539,294602
60.06758,,770856,562235
60.06774,,839762,629274
60.06802,,986008,514846
60.06823,,812925,301661
60.06841,,792999,333817
60.06861,,680458,550383
60.06884,,678350,844264
60.06908,,805167,697102
60.06922,,668324,906370
60.06991,,938429,562965
60.07042,,641126,570584
60.07068,,644021,560627
60.07112,,567854,704817
60.07168,,751247,881255
60.07184,,744497,690700
60.07216,,738932,665571
60.07256,,628993,933467
60.07271,,784947,534580
60.07287,,866335,280174
60.0731,,774176,539769
60.07375,,840478,604975
60.07382,,795155,617287
60.07416,,799522,676061
60.07431,,606322,959485
60.07515,,823033,500882
60.07614,,745179,563791
60.07635,,668010,799165
60.0766,,1068511,674597
60.07674,,643312,910297
60.07774,,653819,768712
60.07883,,633287,570974
60.07904,,658239,718951
60.07934,,592670,417384
60.07995,,605922,566431
60.08011,,636600,687480
60.08063,,1158643,472542
60.08109,,766954,578028
60.08183,,678236,362478
60.08227,,751408,608180
60.08247,,674959,978265
60.0826,,942043,468093
60.08276,,799545,414992
60.08304,,855314,419110
60.08348,,794317,491092
60.08411,,737951,533225
60.08437,,717332,827246
60.0846,,800966,603189
60.08508,,936449,523823
60.08533,,702582,669465
60.08568,,612303,555657
60.08626,,635287,879486
60.08728,,772783,544540
60.08746,,989515,269017
60.08757,,869888,475569
60.08778,,1354293,479421
60.08871,,842175,565307
60.08895,,709547,484229
60.08941,,707424,439447
60.08951,,665548,599925
60.09024,,651002,637022
60.09047,,581847,613985
60.09059,,688314,451437
60.0909,,603060,928030
60.09177,,687031,679392
60.09348,,832199,325263
60.09413,,584249,422702
60.09466,,680423,910078
60.09479,,586092,1165829
60.09493,,619344,652084
60.09504,,704273,597914
60.09574,,713595,733234
60.09627,,632837,756243
60.09649,,570950,1007348
60.09667,,631901,613282
60.09686,,616327,872583
60.0971,,581234,913056
60.0976,,815637,663590
60.09828,,742392,865127
60.09842,,769322,726055
60.09862,,599892,1013229
60.09922,,787760,525739
60.10042,,639835,914273
60.10115,,833060,634496
60.10168,,800921,515354
60.10197,,703238,556899
60.10314,,836668,310996
60.10369,,681036,662197
60.1046,,628470,427383
60.1048,,822423,455905
60.10567,,765315,704923
60.10619,,829255,634510
60.10666,,760290,792322
60.10706,,593840,520392
60.10722,,638723,733615
60.10772,,902901,489794
60.10837,,697900,742607
60.10869,,700823,720641
60.10917,,526445,841981
60.10952,,826248,597227
60.11,,958389,498479
60.11111,,742667,634971
60.1115,,621278,898331
60.11166,,657093,681835
60.11178,,915201,405538
60.11189,,763236,608243
60.11214,,783834,774952
60.11228,,642393,891122
60.11239,,790609,804097
60.11253,,590538,881366
60.11269,,600180,524301
60.11317,,749410,578646
60.11336,,696055,671211
60.11413,,644098,751594
60.115,,604262,633042
60.11579,,774909,668038
60.11622,,748582,563928
60.11645,,579800,620667
60.11668,,755381,613200
60.11729,,1310867,551226
60.11745,,589942,926135
60.11838,,1138252,497141
60.11873,,664084,338172
60.11892,,681493,471534
60.11915,,792671,566740
60.11941,,619484,497912
60.11971,,604804,864191
60.11993,,650109,651536
60.12042,,758962,715228
60.12055,,790491,620711
60.12073,,579936,542512
60.12087,,734991,505320
60.12098,,764580,479548
60.12122,,734231,514973
60.12196,,603358,573777
60.12227,,666594,625967
60.12354,,581002,1096423
60.12367,,607386,1129252
60.12397,,578035,603725
60.12468,,910504,573725
60.12521,,606317,530666
60.12558,,980396,597145
60.12573,,735821,621758
60.12596,,623399,518921
60.12684,,645850,379061
60.12739,,659536,675773
60.12841,,778380,578191
60.12869,,677487,780958
60.12918,,485903,991436
60.13025,,1073254,448613
60.13068,,1028752,550625
60.1311,,661712,658532
60.13155,,836004,490500
60.13174,,807946,306008
60.13195,,714465,340899
60.1321,,1117334,373764
60.13256,,791714,674412
60.13291,,816236,487316
60.1332,,802951,507218
60.13339,,636299,448737
60.13389,,926068,597338
60.13425,,651554,486988
60.13441,,703322,565670
60.13519,,727235,694784
60.13538,,619952,734407
60.13609,,709248,819745
60.1367,,767222,383731
60.13697,,781539,711363
60.13714,,755531,830546
60.1374,,680255,692499
60.1378,,708101,653484
60.13901,,595884,715661
60.14017,,1201453,354471
60.1412,,1288644,643744
60.14137,,588131,995040
60.14205,,626411,658921
60.14235,,767980,551528
60.14257,,614405,901916
60.14329,,741983,562900
60.14372,,791566,398167
60.14415,,667746,536810
60.1444,,858965,323663
60.14473,,739229,626041
60.14502,,636263,817288
60.1454,,808956,624548
60.14572,,629688,808260
60.147,,1185708,532619
60.14758,,663260,991005
60.14793,,786642,437477
60.14868,,788414,613033
60.149,,585386,677112
60.14925,,648489,589393
60.14946,,567862,686402
60.14996,,600698,739093
60.1507,,528488,346250
60.15101,,864294,708098
60.15118,,686617,642294
60.15202,,1039389,460804
60.15272,,813591,620253
60.15356,,755328,565606
60.15378,,1004697,352696
60.15484,,891952,534081
60.15523,,780311,550649
60.15538,,576854,569031
60.15605,,610123,711818
60.15624,,816327,625911
60.15649,,831693,566969
60.15696,,788482,589899
60.15722,,909005,366985
60.15817,,1137911,449963
60.15992,,797459,596186
60.16018,,666202,645827
60.16096,,828612,537728
60.16138,,982539,655121
60.16215,,870360,550672
60.16292,,738963,469868
60.16347,,585879,775631
60.16501,,631832,895022
60.16516,,917742,643554
60.16534,,716080,755120
60.16554,,643855,862840
60.16625,,608931,716807
60.16643,,587097,453852
60.167,,929204,548357
60.1677,,1039969,670352
60.16792,,928129,742885
60.16864,,705138,597353
